date,product_category,product_name,region,units_sold,customer_segment,customer_type,customer_satisfaction,marketing_spend_usd,discount_percentage_percent,competitor_influence,return_rate_percent,ai_ml_adoption_rate_percent,ad_campaign_effectiveness,customer_retention_rate_percent,market_share_percent,sales_revenue_usd
1999-09-07,OEM,RTX 3080,Africa,2700,AI Researchers,Business,4.7,183860.63,7,High,4.19,86,0.18,81,54.53,292166199.93
1998-06-11,Gaming,Quadro P2200,Africa,2732,AI Researchers,Business,3.8,189771.45,25,Medium,0.45,26,0.19,59,65.11,316846274.49
2014-12-04,AI,Quadro P2200,Africa,3810,Cloud Providers,Business,2.1,176665.26,25,Medium,3.43,32,0.18,71,32.41,281900370.84
2016-06-23,Data Center,Quadro P2200,Africa,1881,AI Researchers,Individual,4.2,130287.52,0,High,4.61,78,0.09,90,58.21,282941203.19
2018-10-06,Data Center,Tesla T4,Africa,2256,AI Researchers,Individual,4,138871.62,21,Medium,4.24,83,0.13,56,61.84,1516280231.67
1996-08-31,AI,RTX 4090,Africa,2810,Gamers,Business,1.4,42835.25,0,High,1.73,73,0.28,63,52.21,318402090.73
1998-08-14,Gaming,RTX 3080,Africa,643,Educational Institutions,Individual,3.5,13656.49,24,Medium,0.82,75,0.23,88,66.24,282927093.33
2022-03-29,OEM,Tesla T4,Africa,1013,Educational Institutions,Business,1.8,87970.98,22,Low,3.37,14,0.16,61,53.63,217111312393.23
2009-12-26,AI,Quadro P2200,Africa,2941,Cloud Providers,Individual,1.6,189803.33,2,Medium,3.4,77,0.19,69,38.9,287329420.74
2000-03-28,OEM,Quadro P2200,Africa,2356,Cloud Providers,Business,4.2,22311.81,24,High,4.53,52,0.27,56,44.25,310372023.32
2024-03-22,AI,Tesla V100,Africa,3774,Educational Institutions,Individual,1.6,146074.18,21,Low,2.33,79,0.13,50,59.88,517436837250.45
2019-03-20,OEM,Quadro P2200,Africa,1895,AI Researchers,Individual,2.1,191883.06,13,Medium,2.04,39,0.08,59,50.51,8326156343.98
2017-12-24,Gaming,Tesla V100,Africa,2619,Cloud Providers,Individual,2.7,61594.36,20,Low,1.21,22,0.14,65,57.54,300571183.69
1994-12-07,Data Center,Tesla V100,Africa,396,Cloud Providers,Individual,1.2,139716.68,9,Low,0.97,79,0.25,54,64.44,1696248343.21
1998-01-09,Gaming,Quadro P2200,Africa,2091,AI Researchers,Individual,1.5,77207.56,1,Low,1.01,15,0.17,81,55.1,299933726.61
2016-07-31,Gaming,RTX 3080,Africa,1384,AI Researchers,Business,1.8,139523.2,21,Medium,1.91,34,0.22,87,37.43,282677908.15
2003-03-24,Data Center,Tesla V100,Africa,3960,Cloud Providers,Business,1.4,29919.12,5,High,0.3,18,0.11,88,34.19,307089445.3
2017-05-24,Data Center,Tesla V100,Africa,372,AI Researchers,Business,1.1,181000.81,14,High,2.06,53,0.25,86,41.98,283505465.02
2017-03-30,OEM,RTX 3080,Africa,1354,Educational Institutions,Individual,1.7,16893.5,19,Medium,4.12,22,0.07,60,43.21,308296310.66
2004-06-27,OEM,RTX 4090,Africa,3915,Cloud Providers,Business,4.4,72057.7,15,Low,2.73,28,0.08,82,62.92,291464639.07
1997-08-03,Data Center,RTX 4090,Africa,2589,Educational Institutions,Individual,2.9,20051.65,23,High,1.88,83,0.22,78,46.2,285388716.32
2007-12-19,Gaming,Tesla T4,Africa,3284,Cloud Providers,Business,1.1,71310,5,Medium,3.48,18,0.26,57,47.46,292348396.25
1996-07-28,OEM,RTX 3080,Africa,2419,Cloud Providers,Individual,3.7,31582.44,6,High,4.72,44,0.11,57,62.08,283504227.95
2010-05-11,OEM,RTX 3080,Africa,2629,Gamers,Individual,2.8,149633.57,13,High,4.1,66,0.26,61,56.06,282617438.66
2001-02-16,Data Center,Tesla T4,Africa,553,Gamers,Individual,3.5,184941.66,5,Medium,4.33,38,0.06,70,68.92,289588010.47
2010-03-16,OEM,Tesla V100,Africa,3395,AI Researchers,Individual,2,154924.07,17,Medium,4.75,34,0.09,77,53.72,315580194.67
2007-07-08,OEM,Quadro P2200,Africa,753,AI Researchers,Business,3.1,194843.74,13,High,4.37,44,0.11,67,65.12,308804558.39
2011-12-06,AI,RTX 4090,Africa,2470,Cloud Providers,Business,1.7,78883.84,8,High,4.16,56,0.07,67,65.89,310140138.55
2002-01-02,Gaming,Tesla V100,Africa,1711,Gamers,Business,3.3,176123.48,20,Low,4.45,73,0.2,67,47.59,284699395.63
2015-11-16,Gaming,Tesla V100,Africa,966,AI Researchers,Individual,1.4,135960.21,1,Medium,2.78,74,0.15,72,57.05,298743350.74
1999-04-29,AI,Tesla V100,Africa,1881,Educational Institutions,Business,1.3,124693.28,17,Low,4.56,37,0.18,81,53.1,308257749.28
2014-08-26,Gaming,Tesla V100,Africa,363,AI Researchers,Business,3.2,178836.65,2,Low,2.93,58,0.14,84,46.04,316755325.8
2006-12-18,Gaming,RTX 3080,Africa,2219,Educational Institutions,Business,1.3,104276.05,4,Medium,4.06,74,0.1,85,66.53,300105584.05
2012-07-11,AI,Quadro P2200,Africa,4493,Cloud Providers,Individual,3.7,17099.48,7,Low,3.2,29,0.16,53,44,310343820.63
1998-08-30,OEM,RTX 4090,Africa,4318,Educational Institutions,Business,3.5,115839.76,12,Medium,4.62,90,0.2,85,60.05,294907737.82
2018-03-28,Data Center,Tesla T4,Africa,2270,Cloud Providers,Business,2.6,105417.93,8,High,2.2,23,0.27,82,60.19,1253448042.71
2017-10-01,OEM,Tesla T4,Africa,4319,Educational Institutions,Business,1.2,23840.41,14,High,3.68,73,0.25,85,66.2,305556627.08
1999-04-02,OEM,Tesla T4,Africa,686,Educational Institutions,Individual,2.4,129005.32,5,Low,0.79,46,0.19,76,67.21,304185318.46
1997-07-23,AI,Tesla T4,Africa,2240,Educational Institutions,Business,4,150496.58,7,Low,1.84,49,0.08,69,49.91,285049485.65
2000-01-21,AI,Tesla V100,Africa,4716,AI Researchers,Individual,2.8,194690.45,12,High,4.48,14,0.09,70,39.66,286602588.14
1994-03-22,OEM,Tesla V100,Africa,880,AI Researchers,Individual,2.8,31788.09,1,Low,2.42,79,0.21,73,36.29,1303866849.8
2014-07-04,AI,Tesla T4,Africa,1191,Gamers,Business,1.4,74713.18,18,Low,2.76,29,0.24,54,48.98,302580231.78
2023-10-06,AI,RTX 3080,Africa,405,Educational Institutions,Individual,1.6,19338.1,3,High,2.29,13,0.26,56,39.63,524818203540.97
2006-11-04,AI,Tesla T4,Africa,3842,Educational Institutions,Individual,2.6,93991.23,7,Medium,3.47,11,0.06,59,50.27,283897630.88
2018-08-01,AI,Quadro P2200,Africa,3186,Cloud Providers,Business,2.5,136357.42,5,High,3.17,39,0.29,51,43.91,1124559808.99
1996-06-16,OEM,RTX 4090,Africa,2221,AI Researchers,Business,1.1,54945.47,20,Low,4.06,27,0.2,75,67.7,303913757.71
1997-10-30,Data Center,Quadro P2200,Africa,861,AI Researchers,Business,3,67396.77,2,Medium,0.49,40,0.25,75,40.84,280608882.63
1997-01-02,Gaming,RTX 3080,Africa,1982,Cloud Providers,Individual,2.6,186901.26,7,High,0.14,16,0.1,60,60.73,314162206.77
2023-03-08,OEM,Tesla T4,Africa,1797,AI Researchers,Individual,4.4,47971.17,15,Low,2.47,48,0.18,79,47.18,589762103880.28
2010-07-06,Gaming,Quadro P2200,Africa,3309,Educational Institutions,Individual,1.4,150752.71,22,Medium,0.32,18,0.29,52,37.74,318511567.21
2015-04-01,Data Center,RTX 4090,Africa,2924,Gamers,Business,2.1,168502.65,9,High,1.75,40,0.15,55,56.7,310474296.16
1998-08-30,OEM,RTX 4090,Africa,640,Gamers,Individual,5,67846.93,13,Low,1.04,31,0.13,65,53.8,318743442.88
1994-07-05,AI,RTX 4090,Africa,2737,Gamers,Business,3.7,125182.54,15,High,2.42,32,0.2,61,42.98,1672085214.94
2004-05-19,Gaming,Tesla V100,Africa,3379,Gamers,Individual,4.8,35954.92,20,Low,0.84,47,0.27,73,52.78,280915503.85
1998-08-16,Gaming,RTX 3080,Africa,3119,Gamers,Business,4.9,77543.2,22,Medium,0.48,54,0.26,75,60.93,306517502.86
1994-04-19,AI,RTX 3080,Africa,4432,Cloud Providers,Business,2.3,145241.97,15,Medium,2.93,69,0.22,85,32.46,1722319110.45
2002-04-06,Data Center,RTX 4090,Africa,1644,Educational Institutions,Individual,1.7,91687.98,17,Medium,4.11,43,0.26,51,36.54,313309518.25
2008-11-26,OEM,Quadro P2200,Africa,2446,AI Researchers,Business,2,18605.49,20,High,4.32,68,0.26,72,48.98,304574973.59
2022-07-20,Gaming,RTX 4090,Africa,4062,Gamers,Business,4.1,131182.61,5,Medium,1.98,69,0.26,77,43.85,148736197935.7
2012-03-17,AI,RTX 4090,Africa,171,Gamers,Business,1.1,97545.82,17,Low,2.61,41,0.27,61,36.77,298161472.86
1995-05-24,Gaming,RTX 3080,Africa,1126,Cloud Providers,Individual,3.9,49559.36,18,Medium,1.79,15,0.07,81,65.93,318678392.96
2004-06-02,OEM,RTX 3080,Africa,3030,Educational Institutions,Business,4.4,88403.15,14,High,1.17,90,0.29,63,62.74,283915393.99
2000-04-28,OEM,RTX 3080,Africa,4227,Gamers,Business,3.6,130864.86,23,Medium,2.73,10,0.22,70,60.26,309924914.78
2007-03-10,OEM,RTX 3080,Africa,1237,Gamers,Business,4.2,82849.87,8,High,1.22,75,0.11,55,54.44,306124349.14
2006-03-13,Data Center,Quadro P2200,Africa,3629,AI Researchers,Business,3,191356.82,10,Medium,2.03,57,0.15,72,33.85,282921313
2010-02-28,Data Center,Tesla T4,Africa,346,Educational Institutions,Individual,5,195629.01,20,Medium,0.54,15,0.29,82,41.99,319171411.51
2018-12-27,OEM,Tesla V100,Africa,2163,Gamers,Individual,1.6,35998.72,11,Medium,1.91,18,0.12,75,57.68,1809131561.73
2003-03-31,Data Center,Tesla T4,Africa,4310,AI Researchers,Business,4.1,152510.64,2,Medium,1.74,37,0.15,82,30.11,283218551.04
2008-05-13,AI,Tesla T4,Africa,1267,Cloud Providers,Individual,1.3,145817.7,16,Low,3.29,83,0.16,60,50.3,304122876.45
2023-02-20,Data Center,Tesla V100,Africa,1904,AI Researchers,Business,4.9,94852.82,7,High,3.02,70,0.09,61,43.34,285506716532.53
2021-03-29,OEM,Tesla T4,Africa,4488,Educational Institutions,Individual,1.8,65793.72,9,Medium,3.92,48,0.14,89,40.92,65147296117.44
2023-01-07,Data Center,RTX 3080,Africa,497,Gamers,Business,4,148557.57,18,Medium,2.54,46,0.3,54,68,293204531949.87
2013-04-07,AI,RTX 4090,Africa,1550,Cloud Providers,Business,1.8,107871.73,10,High,4.21,82,0.25,75,62.2,315984258.22
2006-09-02,AI,Tesla V100,Africa,1475,Educational Institutions,Individual,2.5,171483.18,24,High,0.26,40,0.25,82,65.05,316150677.21
1998-05-15,AI,Tesla T4,Africa,1038,AI Researchers,Individual,3.3,97583.76,11,Low,0.25,12,0.17,52,51.54,293721767.93
2003-04-13,AI,Tesla T4,Africa,3494,AI Researchers,Individual,5,83274.03,1,Low,2.08,13,0.13,51,46.66,302223757.67
2004-01-14,AI,RTX 3080,Africa,1447,Educational Institutions,Business,1.6,28601.96,5,Medium,3.01,38,0.09,72,49.73,296781788.71
2004-10-23,Gaming,Tesla T4,Africa,4468,Educational Institutions,Individual,4.8,163275.1,19,Low,1.2,28,0.13,53,46.58,304127692.2
2013-10-07,Gaming,Tesla T4,Africa,4103,Gamers,Business,1.3,24292.57,3,Low,0.78,18,0.13,81,48.88,299013350.91
2016-01-18,AI,Tesla T4,Africa,3976,Gamers,Individual,3.2,79480.7,10,High,1.11,46,0.2,68,35.25,288878317.39
2001-02-05,Data Center,Tesla T4,Africa,2613,Cloud Providers,Individual,4.1,51391.75,8,High,1.96,78,0.22,71,69.03,317549224.64
1998-12-01,OEM,RTX 3080,Africa,4247,Cloud Providers,Individual,1.3,83095.05,4,High,0.4,63,0.3,67,42.42,296566285.67
2022-02-17,Data Center,Tesla V100,Africa,829,Gamers,Individual,3.4,59962.85,1,High,1.92,76,0.08,61,52.05,188198812149.59
1996-03-06,AI,Tesla T4,Africa,4659,AI Researchers,Individual,2.5,198784.92,16,Low,3.25,20,0.15,53,48.16,298388077.08
2003-04-07,OEM,RTX 3080,Africa,345,Cloud Providers,Individual,3.8,164100.63,5,High,3.35,87,0.28,51,66.22,319595606.64
2023-02-09,Gaming,RTX 3080,Africa,580,Gamers,Business,3.1,136284.52,1,High,1.93,19,0.21,74,58.51,458307732405.79
2001-06-17,AI,RTX 4090,Africa,1858,Gamers,Business,4.7,109582.64,5,Medium,0.72,88,0.17,51,51.08,287087774.77
2022-10-23,Data Center,Tesla V100,Africa,1771,AI Researchers,Business,3.8,180147.51,11,Medium,4.52,89,0.1,81,40.79,144480193226.71
2005-05-18,Data Center,RTX 4090,Africa,277,Educational Institutions,Business,4.3,11007.14,14,High,4.66,71,0.09,51,47.82,291506977.05
2007-07-17,AI,Tesla T4,Africa,3475,Gamers,Business,1.4,111737.18,13,High,3.2,41,0.06,88,67.29,297809192.09
2019-03-11,AI,RTX 4090,Africa,3063,Educational Institutions,Individual,4.5,121525.79,25,Low,3.55,31,0.17,76,32.52,9226867122.24
2019-03-09,OEM,Tesla V100,Africa,3867,Gamers,Business,1.4,125198.04,11,Low,1.78,82,0.21,50,60.8,5125675231.74
2016-07-16,Gaming,Tesla T4,Africa,1301,Educational Institutions,Business,4.5,167213.38,12,Medium,0.28,23,0.3,69,65.43,296419332.58
2013-10-16,OEM,RTX 3080,Africa,2459,Educational Institutions,Business,3.2,76670.63,3,Low,3.59,81,0.2,83,51.87,311677169.92
1998-05-20,Gaming,RTX 3080,Africa,4708,Cloud Providers,Business,2.6,68241.68,14,High,1.44,69,0.07,59,43.66,316810481.12
2008-08-13,AI,RTX 4090,Africa,2381,AI Researchers,Business,2.1,194700.72,21,Medium,3.84,80,0.08,84,53.66,287345473.08
2020-06-08,OEM,RTX 3080,Africa,2426,Cloud Providers,Business,2,189806.18,0,Low,4.13,31,0.12,53,58.31,7465351253.89
2020-01-01,Data Center,Tesla T4,Africa,3108,Educational Institutions,Individual,3.7,25615.59,4,High,3.88,72,0.08,56,41.16,7666274799.72
2017-04-01,Gaming,Quadro P2200,Africa,1645,Educational Institutions,Individual,2,16387.94,8,High,4.59,34,0.25,67,65.2,283356708.95
2006-06-16,Gaming,Tesla T4,Africa,2504,Cloud Providers,Individual,2.7,88324.01,17,High,2.56,43,0.14,53,62.84,295363949.21
1997-01-05,OEM,RTX 3080,Africa,246,Educational Institutions,Business,3.6,122676.16,4,Low,3.85,57,0.18,86,30.62,299954754.55
2011-02-07,Gaming,Tesla T4,Africa,2166,AI Researchers,Individual,1.5,107053.21,24,High,2.64,29,0.12,63,43.31,312273183.71
2001-07-07,Gaming,Tesla V100,Africa,4420,Cloud Providers,Individual,2.5,61749.43,8,Low,0.46,48,0.12,55,55.93,314024341.92
2007-08-25,Data Center,Tesla T4,Africa,2625,AI Researchers,Business,4.1,90153.53,14,High,4.02,50,0.07,85,46.5,311151116.62
2011-11-17,AI,NA,Africa,1059,AI Researchers,Business,3,28858.62,5,High,4.28,62,0.22,58,49.91,286971606.82
2014-03-23,OEM,Quadro P2200,Africa,3531,Gamers,Business,1.5,155937.86,3,High,0.45,53,0.28,52,50.82,304506012.69
2018-01-27,Gaming,RTX 3080,Africa,3467,Cloud Providers,Individual,3.6,75847.08,18,Low,3.52,77,0.07,81,64.46,1707656164.47
2014-10-01,OEM,Quadro P2200,Africa,4598,Cloud Providers,Individual,3.5,102951.54,4,High,3.53,15,0.3,50,33.69,284203069.3
2000-12-18,AI,RTX 3080,Africa,3467,Educational Institutions,Business,5,184697.95,1,Low,3.64,38,0.05,52,52.19,284332257.65
2001-05-20,Data Center,Tesla V100,Africa,1563,Gamers,Business,3.3,194294.25,8,Medium,1.26,13,0.26,59,54.77,318215117.47
1997-09-01,Data Center,Quadro P2200,Africa,2672,Gamers,Individual,1.7,181598.4,9,Medium,2.73,80,0.08,52,33.58,305286426.16
2001-12-03,Data Center,RTX 4090,Africa,580,Educational Institutions,Business,4.4,178775.14,19,Low,1.61,54,0.24,72,64.2,309134022.24
2002-05-03,OEM,RTX 4090,Africa,1781,Educational Institutions,Individual,4.8,108196.76,14,High,1.02,18,0.14,83,63.13,303530912.83
2018-07-23,Data Center,Tesla T4,Africa,2916,AI Researchers,Business,2.3,28402.28,19,Low,2.99,19,0.12,78,65.93,1101957206.34
2013-08-31,Gaming,Quadro P2200,Africa,4174,Cloud Providers,Business,1.1,54780.52,6,High,4.96,13,0.17,86,37.36,285031373.96
1998-01-19,OEM,RTX 4090,Africa,4791,AI Researchers,Individual,3.4,117222.9,23,High,3.59,39,0.13,58,30.27,290887275.73
1995-01-11,AI,RTX 3080,Africa,2314,Educational Institutions,Individual,1.2,115426.31,5,High,2.26,27,0.07,55,47.74,310313156.36
1998-12-18,OEM,Tesla V100,Africa,3664,Educational Institutions,Individual,4.8,183328.86,3,High,3.94,89,0.27,70,62.36,305553463.73
1994-06-24,Data Center,RTX 4090,Africa,987,Gamers,Business,3,108194.25,10,High,1.96,88,0.17,61,44.35,1805468916.74
1999-12-14,Gaming,Tesla V100,Africa,4286,Educational Institutions,Business,4.4,90780.06,22,High,2.78,59,0.14,81,68.31,296647059.32
2005-10-13,OEM,RTX 4090,Africa,1986,Gamers,Business,2.4,143915.36,6,Low,4.36,66,0.14,87,67.69,297510576.54
2021-05-22,OEM,RTX 3080,Africa,1524,Cloud Providers,Individual,3.1,152135.9,6,Low,4.94,63,0.07,56,58.76,41597051968.77
2018-10-04,Data Center,RTX 4090,Africa,1511,Gamers,Business,4.7,145564.07,16,Low,3.71,60,0.2,59,50.95,1772781870.59
2007-06-08,Data Center,RTX 4090,Africa,1147,Educational Institutions,Business,4.4,168453.58,3,Medium,3.57,32,0.26,56,33.85,282610709.38
2005-03-07,AI,RTX 4090,Africa,269,Cloud Providers,Business,4.6,63272.66,13,Low,4.32,75,0.29,64,37.6,289359324.27
2002-09-25,Data Center,RTX 4090,Africa,2014,Educational Institutions,Business,3.2,176198.08,17,Medium,3.63,68,0.22,61,53.42,316955115.4
1995-09-21,Data Center,RTX 4090,Africa,3589,AI Researchers,Individual,1.8,173078.08,7,Low,2.39,21,0.18,53,46.1,316102994.03
1999-06-19,AI,Tesla T4,Africa,1255,Gamers,Individual,3.8,151929.92,25,Medium,2.19,18,0.05,82,65.27,312712509.32
2011-03-08,OEM,Quadro P2200,Africa,2207,AI Researchers,Business,4.3,29917.65,11,Low,3.29,44,0.3,75,40.3,303971922.61
2017-07-23,AI,Tesla V100,Africa,3885,Educational Institutions,Individual,2.9,195765.2,18,High,0.9,11,0.07,61,41.35,304034887.53
2011-11-09,Data Center,Tesla T4,Africa,4104,Educational Institutions,Business,2.9,61221.42,11,High,1.39,26,0.22,64,45.87,312908937.67
2008-12-03,Data Center,RTX 3080,Africa,3842,Cloud Providers,Individual,3.3,11367.64,20,Low,4.36,10,0.15,84,66.29,310973866.69
2006-01-30,OEM,Tesla T4,Africa,1059,Educational Institutions,Business,1.7,198607.95,8,High,2.53,54,0.22,56,61.28,291353024.47
2019-09-14,OEM,RTX 4090,Africa,3175,Gamers,Individual,1.2,61085.4,13,Medium,1.4,29,0.24,76,67.31,8693059444.65
2020-05-16,OEM,Quadro P2200,Africa,2636,Gamers,Individual,3,48307.17,18,High,0.82,79,0.07,70,42.52,4603419274.88
2019-01-07,AI,Tesla V100,Africa,3203,Gamers,Individual,3.6,25937.45,2,High,3.2,17,0.18,61,69.94,9182550506.42
2009-11-27,Data Center,Tesla T4,Africa,1907,AI Researchers,Business,4.4,90835.17,2,High,1.52,67,0.15,85,31.19,292590885.61
2003-09-26,Data Center,Tesla V100,Africa,3780,AI Researchers,Business,4.2,37495.45,7,High,1.65,59,0.07,81,63.27,281367785.05
2012-12-25,OEM,RTX 4090,Africa,1837,Educational Institutions,Business,2.7,169242.38,24,Low,4.76,25,0.1,61,39.66,308205998.7
2004-03-07,Gaming,Tesla V100,Africa,4202,Educational Institutions,Individual,2.4,185550.62,14,High,0.22,15,0.14,81,68.05,316972347.98
2014-10-05,Data Center,RTX 4090,Africa,1003,Educational Institutions,Business,4.8,155275.62,8,Low,1.11,78,0.25,90,35.03,281818852.41
2020-01-15,Gaming,Tesla V100,Africa,1413,Gamers,Business,3.6,35910.24,14,Low,3.99,76,0.19,65,35.35,7518564173.91
2020-03-06,AI,Tesla T4,Africa,4888,Cloud Providers,Individual,2.1,63549.73,23,Low,4.06,52,0.07,66,57.96,2543929513.72
2014-07-31,AI,Quadro P2200,Africa,2297,Educational Institutions,Individual,2,151471.72,1,High,4.29,12,0.21,81,56.03,303826826.44
2012-11-07,OEM,RTX 3080,Africa,4838,Educational Institutions,Individual,4.9,116574.52,16,Low,3.8,83,0.12,65,57.48,297731896.09
2014-10-08,Data Center,RTX 4090,Africa,198,Educational Institutions,Individual,3.2,53059.54,16,High,2.15,82,0.17,72,53.55,315721852.39
1998-06-27,Data Center,Quadro P2200,Africa,195,Gamers,Individual,1.9,38807.6,17,Medium,1.24,24,0.24,79,59.44,311641624.89
2003-11-16,OEM,Quadro P2200,Africa,1701,AI Researchers,Individual,4.2,123022.87,6,Low,4.47,86,0.11,58,69.41,284605994.28
2022-02-24,Gaming,RTX 3080,Africa,514,Educational Institutions,Business,4.3,165357.44,8,High,0.74,35,0.12,75,30.04,120768245639.71
2001-04-11,OEM,RTX 3080,Africa,2059,Educational Institutions,Individual,2.9,155557.57,3,Medium,3.27,52,0.12,66,63.87,299201419.98
1994-02-07,Gaming,Tesla T4,Africa,4570,Gamers,Business,4.9,148166.07,25,High,0.7,37,0.13,75,61.37,1668398962.56
2015-11-29,Data Center,RTX 3080,Africa,3787,Educational Institutions,Business,4.1,97753.58,21,Medium,2.76,39,0.18,89,33.46,314285280.24
2008-06-02,Gaming,RTX 4090,Africa,2379,Gamers,Individual,3.8,111917.03,25,Low,0.32,57,0.15,57,45.43,308274924.77
1995-12-10,AI,Tesla V100,Africa,4626,AI Researchers,Business,2.6,101717.77,24,Low,1.06,77,0.27,60,46.39,288256907.38
2012-03-17,OEM,Tesla T4,Africa,4223,AI Researchers,Individual,2.3,180399.73,10,Medium,4.49,11,0.17,73,41.09,282385528.67
2003-06-10,Gaming,Tesla T4,Africa,4348,Cloud Providers,Business,2.9,84116.14,12,High,1.94,11,0.08,83,47.68,301953315.95
2024-04-04,AI,Tesla T4,Africa,4479,AI Researchers,Individual,1.9,72738.07,22,Medium,2.66,44,0.21,85,32.75,997621608858.08
2023-07-19,Gaming,RTX 3080,Africa,3872,Educational Institutions,Business,1,132194.99,2,Medium,4.58,59,0.1,58,67.69,535550035914.01
2015-06-23,Data Center,Quadro P2200,Africa,2290,Gamers,Business,2.4,48956.36,10,Medium,0.77,67,0.26,81,41.88,294011803.56
2008-11-26,Gaming,RTX 3080,Africa,203,Cloud Providers,Individual,3,127983.44,21,High,1.29,84,0.22,87,36.75,283346423.01
2017-06-16,Data Center,Quadro P2200,Africa,3900,AI Researchers,Individual,2.4,168883.74,21,High,3.12,11,0.19,62,58.87,283664678.7
2011-03-17,Gaming,Quadro P2200,Africa,4121,AI Researchers,Individual,3.1,81485.77,4,High,2.66,29,0.1,65,48.12,298902797.03
2019-09-08,OEM,Quadro P2200,Africa,4246,Educational Institutions,Individual,1.3,116726.94,23,High,0.49,19,0.23,83,51.74,6181530644.83
2007-11-23,Data Center,Tesla V100,Africa,4462,AI Researchers,Individual,3.8,40145.48,24,Medium,4.77,39,0.15,68,48,281809339.8
2016-10-03,Data Center,RTX 4090,Africa,3322,AI Researchers,Business,2.1,26164.53,10,High,1.87,12,0.08,52,44.85,315397813.08
2020-03-19,Data Center,Tesla V100,Africa,3701,AI Researchers,Individual,1.4,155106.54,2,Medium,1.61,36,0.19,74,51.06,6237100249.63
2004-10-13,Data Center,Tesla T4,Africa,1216,Cloud Providers,Business,1.7,95549.72,5,High,1.29,50,0.21,84,65.75,295201116.11
2015-07-07,Data Center,RTX 4090,Africa,3923,Gamers,Business,3.9,10388.37,4,High,2.26,41,0.23,72,33.8,304818271.04
1995-10-08,OEM,Quadro P2200,Africa,2069,Educational Institutions,Individual,3.4,68285.32,14,Low,4.96,21,0.23,68,43.9,297516533.76
2005-12-01,Data Center,Tesla V100,Africa,2451,Cloud Providers,Business,1.8,17343.37,14,Medium,1.51,51,0.11,74,60.71,282023639.52
1997-01-06,Data Center,Quadro P2200,Africa,4912,Educational Institutions,Individual,2.7,77855.01,21,High,4.89,70,0.23,75,55.39,291259168.73
1998-10-31,Data Center,Tesla T4,Africa,2003,Cloud Providers,Business,1.6,14491.87,19,Medium,3.55,65,0.13,55,61.98,316572957.87
2016-10-05,AI,RTX 3080,Africa,3886,Educational Institutions,Individual,3.5,174272.07,24,High,1,43,0.28,65,59.09,318430567.61
