date,product_category,product_name,region,units_sold,customer_segment,customer_type,customer_satisfaction,marketing_spend_usd,discount_percentage_percent,competitor_influence,return_rate_percent,ai_ml_adoption_rate_percent,ad_campaign_effectiveness,customer_retention_rate_percent,market_share_percent,sales_revenue_usd
2007-05-11,AI,RTX 3080,APAC,2906,Educational Institutions,Individual,3.7,105253.55,16,Low,3.63,81,0.26,50,32.82,287579651.17
2011-11-18,AI,Tesla T4,APAC,3292,Cloud Providers,Individual,3.7,96425.31,25,Medium,4.05,25,0.12,75,66.85,290572561.26
2002-02-08,Gaming,Tesla V100,APAC,2832,AI Researchers,Individual,3.6,138210.99,2,Medium,2.08,33,0.13,76,42.53,318165520.34
2024-09-11,Data Center,RTX 4090,APAC,4340,AI Researchers,Business,4.5,50387.95,23,Medium,0.49,61,0.14,52,58.84,743272344887.11
2022-07-23,Data Center,Quadro P2200,APAC,2839,Gamers,Individual,2,66037.83,3,Medium,1.74,61,0.29,57,43.43,208437676345.09
1997-03-06,Gaming,Tesla T4,APAC,116,Gamers,Business,1.6,186341.46,23,High,3.99,83,0.16,67,36.61,283069365.5
1998-11-24,AI,Tesla T4,APAC,4696,Cloud Providers,Individual,4.6,141996.87,13,High,3.71,49,0.29,76,33.34,296730444.34
1999-05-23,OEM,Quadro P2200,APAC,2686,Gamers,Business,2.7,74232.8,19,High,4.99,30,0.3,76,64.89,295964256.06
2009-03-08,Gaming,Tesla T4,APAC,4566,AI Researchers,Individual,4.8,62769.11,0,Low,1.12,67,0.19,55,49.68,293775031.17
2015-08-29,Gaming,Tesla V100,APAC,476,Gamers,Business,4.2,11853.48,23,Medium,1.57,37,0.13,77,34.5,299288882.53
2019-10-12,OEM,RTX 4090,APAC,2373,Gamers,Individual,5,91357.86,22,Medium,4.55,14,0.2,78,51.36,4668504979.98
2011-10-15,AI,Tesla T4,APAC,1368,Educational Institutions,Individual,2,41948.33,23,Low,2.82,65,0.1,60,46.02,289665859.44
2000-09-14,Data Center,RTX 3080,APAC,4894,Cloud Providers,Individual,3.8,161024.43,19,Medium,3.96,50,0.09,60,56.94,296521425.01
2021-07-16,OEM,RTX 4090,APAC,2010,Educational Institutions,Business,1.3,175617.38,17,Medium,1.83,13,0.25,51,68.51,64450984897.74
2008-01-12,OEM,Tesla V100,APAC,1394,AI Researchers,Individual,2.8,44706.26,6,High,0.82,42,0.21,85,44.41,280557956.57
2002-03-01,OEM,Quadro P2200,APAC,3034,Cloud Providers,Individual,1.8,27546.48,9,Medium,1.45,11,0.09,81,33.5,319812767.88
2016-06-20,Gaming,Tesla V100,APAC,804,AI Researchers,Business,4,165729.09,10,Low,2.64,52,0.21,80,33.9,301892885.32
1993-05-26,Gaming,Tesla T4,APAC,2690,Educational Institutions,Business,3,180773.39,6,High,4.05,89,0.25,76,42.36,1515836104.3
2023-05-31,Data Center,RTX 4090,APAC,1203,Gamers,Individual,1.5,173151.01,10,Medium,3.62,63,0.16,57,40.84,495811442304.24
2011-11-22,OEM,RTX 3080,APAC,3555,Gamers,Business,1.8,129922.33,22,Low,2.92,13,0.12,79,35.89,306452199.32
2010-06-29,Gaming,RTX 4090,APAC,1102,Educational Institutions,Individual,4.1,146642.88,14,High,2.83,36,0.23,62,61.5,308288771.16
2015-07-03,Data Center,RTX 3080,APAC,1802,Educational Institutions,Individual,2.5,110408.39,22,High,2.24,80,0.15,73,31.55,281359534.5
1996-12-03,OEM,Quadro P2200,APAC,3158,Educational Institutions,Business,1.6,42147.23,1,High,3.71,88,0.26,63,53.57,296323865.41
2016-10-19,OEM,RTX 3080,APAC,176,Cloud Providers,Business,2,83876.86,17,High,2.48,81,0.2,77,50.81,299991510.26
2008-12-24,Gaming,RTX 4090,APAC,1088,AI Researchers,Business,1.8,163768.08,22,High,3.91,51,0.24,60,68.87,304533689.59
2002-08-15,AI,RTX 3080,APAC,1946,AI Researchers,Individual,1.9,181590.48,5,High,1.89,82,0.08,55,64.24,310186144.49
2011-12-18,Data Center,Quadro P2200,APAC,2938,Educational Institutions,Business,1.8,69888.87,15,Low,3.45,32,0.26,53,53.3,317126868.87
1999-03-21,Data Center,Tesla V100,APAC,669,Cloud Providers,Individual,2.8,104750.24,16,High,3.39,33,0.2,66,50.94,284109397.15
2011-09-23,Gaming,RTX 4090,APAC,3750,Cloud Providers,Individual,2.4,106308.06,23,High,0.57,51,0.09,72,53.47,305940751.4
1996-09-07,Gaming,Tesla T4,APAC,4278,Gamers,Business,1.8,12999.6,10,Medium,4.75,62,0.18,87,33.99,317835613.42
2021-11-20,AI,Tesla T4,APAC,3410,AI Researchers,Individual,1.7,40165.73,14,High,4.88,28,0.26,57,38.05,38038532836.16
2003-07-22,AI,RTX 4090,APAC,4127,AI Researchers,Business,3.9,26473.91,10,High,3.45,39,0.09,69,31.6,315830054.35
2011-01-31,Gaming,Tesla V100,APAC,2025,AI Researchers,Individual,3.9,113844.28,4,Low,3.16,30,0.23,62,65.45,286551404.15
2017-03-23,Data Center,RTX 3080,APAC,4094,Cloud Providers,Business,1.2,105210.77,25,Medium,0.68,87,0.22,83,35.65,303500087.12
2013-03-11,Data Center,Quadro P2200,APAC,3307,AI Researchers,Individual,4.6,76466,5,Low,4.17,74,0.17,54,44.68,284292214.49
2016-05-04,AI,Tesla T4,APAC,4310,Gamers,Business,1,115639.99,12,High,2.24,34,0.17,87,40.86,281942778.61
2011-01-28,Gaming,RTX 4090,APAC,1493,Educational Institutions,Individual,5,75022.31,21,Medium,1.86,58,0.07,55,33.78,299194375.82
1994-01-29,Gaming,RTX 4090,APAC,2449,Cloud Providers,Individual,3.3,114998.38,9,Medium,4.09,75,0.13,84,69.57,1702403277.65
2018-03-21,OEM,RTX 3080,APAC,3274,Cloud Providers,Business,2.2,16006.27,7,Low,2.14,64,0.27,89,68.56,1617545476.73
2019-10-12,AI,RTX 3080,APAC,1727,Gamers,Individual,1.8,181755.55,24,Medium,4.56,39,0.11,89,55.04,3922735684.01
1996-02-07,Data Center,Tesla T4,APAC,4549,AI Researchers,Individual,1,48125.26,19,High,2.18,76,0.24,72,61.65,281551816
2002-01-28,AI,RTX 4090,APAC,1166,Gamers,Business,3,143337.65,3,High,3.96,25,0.12,73,62.85,289750299.49
1998-05-06,AI,Quadro P2200,APAC,2342,Cloud Providers,Business,2,37640.28,6,Low,2.93,74,0.21,73,68.76,307353654.59
2008-09-16,Gaming,RTX 4090,APAC,3552,Cloud Providers,Individual,4.8,98038.92,3,Low,1.55,43,0.06,57,41.79,287005336.24
2012-06-07,AI,RTX 4090,APAC,1459,Cloud Providers,Individual,1.5,71481.64,7,Low,0.98,54,0.16,56,39.16,280580014.13
2009-01-27,OEM,Quadro P2200,APAC,1799,Gamers,Individual,1.2,54161.13,22,High,2.63,28,0.27,70,37.67,306225974.77
2007-09-12,Gaming,Tesla V100,APAC,202,Gamers,Individual,3.4,144922.36,13,High,4.7,57,0.18,83,62.94,285396645.51
2018-10-28,Data Center,RTX 4090,APAC,1445,Cloud Providers,Business,1.9,112218.98,6,High,0.3,40,0.27,58,32.53,1168456803.98
2020-08-05,Data Center,Tesla V100,APAC,1478,AI Researchers,Individual,3.8,112041.82,16,Medium,1.11,52,0.27,79,34.46,1807846109.94
2007-09-13,Gaming,Tesla V100,APAC,279,Gamers,Business,2.6,145347.15,14,High,4.56,72,0.05,59,33.42,286978764.75
2004-12-15,Gaming,Quadro P2200,APAC,1261,AI Researchers,Business,4.2,73652.22,14,High,0.47,79,0.27,84,37.67,307470525.12
2012-11-17,OEM,RTX 4090,APAC,583,Gamers,Individual,1.1,138167.53,12,Medium,0.58,85,0.17,71,34.49,318920812.27
2018-01-29,Gaming,Tesla T4,APAC,825,Cloud Providers,Business,3.9,129112.83,25,Low,0.95,55,0.16,78,44.8,1537825111.1
2013-02-17,Gaming,Quadro P2200,APAC,426,Educational Institutions,Business,3.6,180992.01,6,Low,3.49,82,0.28,66,33.6,295258761.59
2008-08-02,OEM,RTX 3080,APAC,3692,Gamers,Business,2.9,13846.95,22,Medium,0.8,64,0.12,87,48.13,283703333.1
1995-02-14,Data Center,RTX 4090,APAC,3394,Gamers,Business,3,188131.48,24,Medium,2.26,67,0.17,87,35.53,300614816.2
2000-07-12,Gaming,RTX 4090,APAC,3674,Cloud Providers,Business,2.2,182279.67,13,Medium,3.11,35,0.19,69,43.56,296198499.75
2006-12-14,OEM,Tesla T4,APAC,4943,Educational Institutions,Individual,2.6,148128.63,6,Medium,0.52,39,0.27,85,57.15,297503820.5
2003-01-04,AI,RTX 4090,APAC,2594,Educational Institutions,Business,2.1,169120.31,21,Low,2.61,49,0.17,81,57.39,288096741.3
2011-12-10,OEM,RTX 3080,APAC,3427,Cloud Providers,Individual,1.8,53919.87,18,Low,0.29,52,0.15,72,37.12,280463263.21
2007-04-11,OEM,RTX 4090,APAC,2322,Gamers,Business,2.8,12543.8,4,Low,2.14,82,0.29,76,64.64,304265203.95
2004-07-20,AI,Tesla V100,APAC,4139,AI Researchers,Business,4.7,59478.96,24,Medium,3.7,82,0.15,56,31.31,289653997.36
2003-03-30,Gaming,RTX 3080,APAC,4320,Cloud Providers,Individual,3.6,16731.95,2,High,0.7,21,0.12,73,48.11,301754692.3
2013-11-20,AI,Quadro P2200,APAC,3669,Gamers,Business,3.6,141325.98,9,Low,0.46,68,0.28,68,59.69,287811435.79
1999-12-20,Data Center,RTX 4090,APAC,1917,AI Researchers,Individual,3.3,26704.3,17,Medium,2,23,0.17,56,36.17,302941237.1
1997-11-11,AI,Tesla V100,APAC,226,AI Researchers,Individual,4.3,186249.1,4,Low,1.09,40,0.1,66,50.3,292414655.4
1998-09-25,Gaming,Tesla T4,APAC,2267,AI Researchers,Business,3.5,139626.1,16,High,2.18,58,0.07,90,58.95,312676108.89
2009-02-22,OEM,Quadro P2200,APAC,2838,Educational Institutions,Business,4.3,110887.95,4,High,1.24,24,0.16,50,42.21,318386313.93
2009-02-16,Data Center,RTX 3080,APAC,3497,Cloud Providers,Individual,1.9,174300.9,24,High,0.36,68,0.06,57,31.1,315892352.98
1995-07-02,AI,Tesla V100,APAC,3451,Gamers,Individual,2.4,90721.36,9,Medium,1.95,40,0.25,59,61.6,309559447.76
1993-06-12,Data Center,Tesla V100,APAC,2133,AI Researchers,Business,1.4,76364.01,3,Medium,0.38,30,0.11,86,45.55,1375712910.61
2015-01-29,Gaming,RTX 4090,APAC,900,Gamers,Business,1.3,138249.51,9,Low,0.86,44,0.18,71,37.81,303720071.31
2024-04-08,OEM,RTX 4090,APAC,4633,Cloud Providers,Individual,1.2,79182.84,5,Medium,4.15,86,0.06,61,47.44,988683062662.45
2022-04-28,Gaming,Tesla V100,APAC,2991,Cloud Providers,Individual,4,22215.17,8,Medium,0.63,78,0.08,65,48.41,235478766179.66
2023-09-20,OEM,Quadro P2200,APAC,4919,Educational Institutions,Individual,3.2,70085.14,17,Medium,4.57,11,0.15,86,51.85,459825096281.98
2024-04-15,AI,Quadro P2200,APAC,3041,Gamers,Business,3.8,102095.55,15,Low,2.25,69,0.12,86,58.24,788922710009.58
2018-05-16,AI,Tesla V100,APAC,980,Cloud Providers,Business,4.2,13294.44,12,Low,3.98,36,0.27,51,58.61,1197519852.51
2019-04-09,Data Center,RTX 3080,APAC,4046,Cloud Providers,Business,3.8,60296.93,17,Low,4.3,32,0.25,52,49.96,7370788515.93
2012-11-18,OEM,Tesla T4,APAC,4794,Gamers,Individual,3.1,116171.18,3,Medium,3.89,90,0.14,66,56.13,305042725.59
1995-12-19,Gaming,Tesla T4,APAC,1505,Gamers,Individual,1.3,177189.94,10,Low,4.93,46,0.16,69,60.03,313175363.33
1995-07-05,AI,Quadro P2200,APAC,3478,Cloud Providers,Business,1.1,86333.29,17,Medium,1.35,83,0.29,79,41.16,283043613.13
1999-11-18,AI,Tesla V100,APAC,1667,AI Researchers,Individual,1.7,165840.57,11,High,0.13,16,0.29,52,57.92,294528632.4
2010-07-27,Data Center,RTX 3080,APAC,3354,Gamers,Business,2.5,88487.07,3,Medium,3.37,41,0.26,64,64.23,281755280.43
2010-01-05,OEM,RTX 3080,APAC,298,Educational Institutions,Individual,2.6,61620.76,0,High,0.36,86,0.29,73,37.04,299255783.17
2015-05-03,Gaming,Tesla T4,APAC,1271,Gamers,Individual,4.2,145863.17,21,Medium,4.33,48,0.11,72,51.44,318879544.29
1996-10-14,OEM,RTX 4090,APAC,1877,Cloud Providers,Individual,3.1,35372.47,18,Low,3.2,11,0.11,82,35.48,319557751.19
2008-02-27,Gaming,Quadro P2200,APAC,1374,Gamers,Business,4,113662.17,25,Medium,1.98,87,0.29,53,55.24,317471783.09
1997-04-03,Data Center,Tesla T4,APAC,3205,Cloud Providers,Business,4.8,63420.97,8,Medium,2.44,72,0.23,78,55.77,295526297.65
2003-12-23,Data Center,RTX 3080,APAC,2957,Cloud Providers,Business,3.6,178937.95,16,Medium,3.69,27,0.13,71,59.77,286261708.05
1994-08-30,OEM,Tesla T4,APAC,4018,Gamers,Individual,4.3,53768.28,2,High,4.2,78,0.19,65,64.08,1103618536.64
2000-04-14,Gaming,RTX 4090,APAC,4607,Educational Institutions,Business,4.7,64838.24,18,Medium,0.56,77,0.25,61,42.4,285316309.89
2024-06-22,Gaming,RTX 3080,APAC,2003,Gamers,Business,3.4,99334.88,4,High,2.33,10,0.2,53,59.33,665603524507.83
2006-02-14,Data Center,Quadro P2200,APAC,2186,Gamers,Business,4.2,140386.23,16,High,2.07,83,0.19,71,45.37,298154313.64
2021-09-22,OEM,Tesla V100,APAC,4707,Cloud Providers,Individual,4.8,129964.83,22,Medium,3.89,45,0.22,75,33.65,59624863426.28
2003-05-12,Gaming,Quadro P2200,APAC,3565,AI Researchers,Individual,2.3,40058.85,3,High,0.23,76,0.08,84,40.94,287719860.56
1994-09-06,Gaming,RTX 4090,APAC,398,Cloud Providers,Business,1.5,108554.86,0,High,1.68,84,0.14,79,67.54,1726433330.27
1995-07-27,Gaming,Tesla V100,APAC,4498,Educational Institutions,Business,1.3,10164.96,17,Low,3.17,42,0.08,61,36.76,300592851.15
2001-07-12,AI,RTX 4090,APAC,3305,Cloud Providers,Business,2.7,164057.15,25,High,2.17,26,0.2,67,34.49,293626035.05
2021-01-31,Data Center,RTX 4090,APAC,4084,AI Researchers,Business,3.5,164675.96,14,Medium,2.71,46,0.2,67,63.23,68525936106.21
2014-09-24,Gaming,RTX 4090,APAC,2844,Cloud Providers,Business,3.5,157982.47,19,High,2.28,36,0.27,85,61.68,300306723.3
2009-02-02,AI,RTX 3080,APAC,4666,Cloud Providers,Individual,4.9,187732.76,19,Low,1.63,65,0.1,56,66.16,280525389.83
2009-04-14,AI,RTX 4090,APAC,2814,AI Researchers,Individual,1.9,39133.2,16,Low,0.7,90,0.3,58,67.46,304511815.9
2014-10-14,OEM,RTX 4090,APAC,2702,Educational Institutions,Business,3.4,53565.8,18,High,3.06,46,0.28,88,41.45,309373041.53
2001-04-23,Gaming,Tesla V100,APAC,3306,AI Researchers,Individual,2.1,50775.46,14,High,3.18,73,0.25,88,66.24,296227667.97
1994-03-14,AI,RTX 4090,APAC,4389,Gamers,Individual,4.2,138176.61,5,Medium,4.51,21,0.3,77,63.69,1433432262.47
2006-04-17,Data Center,Tesla T4,APAC,4818,Educational Institutions,Business,3.8,183520.07,15,Low,0.19,56,0.09,80,53.11,284596934.93
1996-06-14,Gaming,RTX 3080,APAC,4674,Gamers,Individual,4,193743.1,18,Low,0.12,68,0.27,62,33.02,296784865.87
2018-05-19,OEM,RTX 3080,APAC,2641,Gamers,Business,1.1,25432.01,13,Low,1.6,61,0.17,88,30.35,1544420739.7
2006-03-29,Gaming,Tesla T4,APAC,2982,AI Researchers,Individual,2.3,100798.68,24,Low,0.67,35,0.1,90,31.32,289138497.93
2003-09-24,Gaming,Tesla T4,APAC,973,Educational Institutions,Business,4.3,35614.97,8,Low,2.08,71,0.05,61,34.99,281331620.54
2008-05-26,AI,Tesla V100,APAC,1649,Gamers,Individual,4,94759.84,21,High,4.82,25,0.13,56,64.38,315501074.45
2018-08-03,Gaming,Tesla V100,APAC,2192,Gamers,Business,3.8,80321.15,1,Low,1.9,67,0.08,62,46.09,1671329468.48
2002-05-15,OEM,RTX 4090,APAC,3922,Educational Institutions,Individual,1.7,148932.78,16,Low,2,18,0.29,65,69.22,285626513.88
2018-10-28,OEM,RTX 4090,APAC,1769,Educational Institutions,Business,1.2,62015.25,7,Low,0.65,45,0.11,54,63.46,1925921571.72
2003-03-06,AI,Tesla V100,APAC,1096,Cloud Providers,Business,1.7,128585.08,13,High,3.54,19,0.14,73,58.15,292123136.33
2012-07-20,AI,Tesla T4,APAC,2944,Educational Institutions,Individual,4.6,118216.88,16,Medium,1.67,39,0.29,57,62.48,283446334.82
2011-11-29,OEM,RTX 4090,APAC,4060,Educational Institutions,Business,2.6,130746.15,0,Medium,0.31,37,0.14,74,61.29,289637441.24
2018-12-21,OEM,Tesla V100,APAC,2543,Cloud Providers,Business,3.4,74163.56,13,Low,1.5,74,0.25,68,65.89,1207268340.06
1998-09-09,Data Center,Tesla T4,APAC,471,AI Researchers,Business,3.5,122860.8,9,Medium,2.54,62,0.21,78,42.55,286099583.79
1998-12-21,OEM,Tesla V100,APAC,4065,AI Researchers,Individual,1.4,22330.12,19,Medium,1.14,82,0.25,61,31.7,310062649.56
2000-09-19,Gaming,Tesla T4,APAC,2559,Educational Institutions,Business,1.9,158596.14,16,Medium,1.26,21,0.1,55,38.48,318183721.5
1999-01-11,Data Center,Quadro P2200,APAC,2208,Educational Institutions,Business,4,21215.65,12,High,1.79,85,0.07,72,57.82,318078415.28
2022-06-29,OEM,RTX 4090,APAC,3103,Educational Institutions,Business,2.3,79253.42,5,Low,3.72,19,0.23,59,57.95,191120426251.01
2015-10-29,AI,Tesla V100,APAC,178,Cloud Providers,Individual,1.4,154579.26,11,Low,3.15,87,0.18,72,37.41,296633582.02
2022-01-25,OEM,RTX 4090,APAC,4127,AI Researchers,Business,4.5,139282.67,13,Medium,4.42,53,0.16,74,59.64,202726543533.64
1998-11-14,Data Center,RTX 3080,APAC,4193,Cloud Providers,Individual,3.1,184442.69,10,High,2.5,25,0.3,75,55.41,310649520.76
2022-10-15,AI,Tesla V100,APAC,2801,Gamers,Individual,2.3,113187.62,19,Medium,0.12,86,0.18,58,60.71,243029360855.24
2009-08-06,AI,RTX 4090,APAC,3232,AI Researchers,Business,2.6,56228.72,22,High,2.18,72,0.24,63,65.4,307290985.27
1999-04-08,OEM,RTX 3080,APAC,2471,Gamers,Individual,3.7,23270.01,7,Low,2.37,82,0.1,87,41.71,292581365.12
1997-12-22,OEM,Tesla T4,APAC,1352,Cloud Providers,Business,3.7,15221.63,13,Medium,3.94,54,0.28,88,37.09,291587605.64
2011-03-29,OEM,RTX 4090,APAC,4201,Gamers,Individual,4.8,123156.42,1,Low,2.64,11,0.18,54,41.17,295633296.86
2006-11-11,AI,Tesla T4,APAC,1669,AI Researchers,Business,3,147407.45,20,Medium,1.22,24,0.25,87,54.79,286740815.37
2017-10-08,Gaming,RTX 4090,APAC,3516,Gamers,Individual,5,15596.28,1,High,4.27,70,0.24,73,31.28,299908456.72
2007-01-13,OEM,RTX 4090,APAC,4995,Cloud Providers,Individual,3.9,138228.62,11,Medium,0.29,17,0.22,77,45.24,300123684.76
2022-01-13,Data Center,RTX 3080,APAC,1656,Educational Institutions,Individual,2.8,146502.95,18,Low,4.61,35,0.13,88,40.98,133268717231.56
1995-12-08,OEM,RTX 3080,APAC,3926,Educational Institutions,Individual,4.6,163241.5,4,Medium,3.66,81,0.18,76,55.05,318198250.96
