date,product_category,product_name,region,units_sold,customer_segment,customer_type,customer_satisfaction,marketing_spend_usd,discount_percentage_percent,competitor_influence,return_rate_percent,ai_ml_adoption_rate_percent,ad_campaign_effectiveness,customer_retention_rate_percent,market_share_percent,sales_revenue_usd
2008-02-20,Gaming,RTX 4090,North America,1037,Cloud Providers,Individual,1.8,182975.34,24,High,2.07,35,0.29,54,42.35,291943146.78
1997-08-01,Gaming,Tesla T4,North America,3173,Educational Institutions,Business,2.9,122287.97,24,Low,2.9,22,0.15,50,58.73,300355460.56
2022-07-21,Data Center,Quadro P2200,North America,201,AI Researchers,Individual,1.7,180553.5,25,Low,2.88,27,0.22,70,56.71,198197470743.19
2009-11-11,AI,Tesla V100,North America,1764,Educational Institutions,Business,2.4,133943.16,21,High,2.41,82,0.12,90,33.14,312020584.11
2023-05-07,Gaming,RTX 4090,North America,302,Cloud Providers,Business,1.7,31941.55,20,Low,2.56,58,0.3,72,47.27,407762816666.66
1997-10-14,Gaming,Tesla T4,North America,1482,Gamers,Individual,1.8,189366.54,11,Medium,1.37,42,0.18,81,30.66,318352008.94
1995-12-09,AI,RTX 3080,North America,4251,Cloud Providers,Individual,1,109045.9,12,Medium,3.41,37,0.1,75,32.62,294844107.96
2003-10-11,OEM,RTX 4090,North America,1922,AI Researchers,Individual,4.5,84902.45,19,Low,4.39,20,0.21,52,43.91,305035832.82
2008-06-29,OEM,Tesla T4,North America,4669,Cloud Providers,Individual,3.7,107121.2,5,Low,3.59,12,0.19,71,46.53,314726748.14
2000-02-09,Data Center,Tesla T4,North America,3843,Gamers,Business,4.4,11702.44,13,Low,4.92,45,0.28,84,50.2,318246485.21
2022-03-12,Gaming,RTX 4090,North America,2836,Cloud Providers,Individual,4.6,55950.83,12,Low,2.96,21,0.08,51,52.63,169656320172.76
1997-11-14,OEM,Tesla T4,North America,4659,Cloud Providers,Individual,3.3,48526.06,0,High,4.66,44,0.14,74,58.23,316534069.78
2019-04-15,OEM,Tesla T4,North America,897,AI Researchers,Individual,1.6,186630.87,2,High,0.31,52,0.06,90,48.05,9360236461.12
2008-06-20,OEM,Tesla T4,North America,2999,Gamers,Business,3.9,13164.76,6,Low,1.91,70,0.19,53,52.81,296085117.36
2010-02-17,AI,Quadro P2200,North America,3366,Educational Institutions,Individual,1.7,181483.27,19,High,3.35,37,0.16,66,39.55,312012362.12
1997-08-24,AI,Quadro P2200,North America,2256,Educational Institutions,Business,4.1,65214.11,4,Medium,0.55,34,0.09,71,47.16,317575278.48
2002-04-27,Data Center,Quadro P2200,North America,2627,AI Researchers,Business,2.8,25925.93,1,High,4.43,12,0.3,76,50.34,307950020.64
2018-03-08,Gaming,Tesla T4,North America,4192,Gamers,Individual,3.2,100006.57,24,Low,1.38,76,0.16,85,61.98,1866555583.43
1994-05-02,Data Center,Tesla V100,North America,717,AI Researchers,Business,3.3,105688.83,21,Medium,2.35,71,0.28,61,31.92,1412093527.29
2023-04-12,AI,Tesla V100,North America,4658,AI Researchers,Individual,1.7,11813.77,6,Low,0.83,43,0.13,58,56.79,387200958884.39
2009-11-24,OEM,RTX 3080,North America,1764,AI Researchers,Individual,4.8,185381.58,7,High,3.27,85,0.09,69,51.71,311349895.57
1997-10-08,AI,RTX 3080,North America,344,AI Researchers,Business,2.8,180254.62,17,High,2.26,52,0.23,73,36.68,291357932.88
2002-06-14,Data Center,Tesla T4,North America,4006,Gamers,Individual,2.6,41771.95,20,High,4.15,87,0.19,84,45.76,295100070.79
2023-06-21,Data Center,Quadro P2200,North America,936,Cloud Providers,Individual,3.4,194067.81,5,High,2.5,52,0.23,66,43.84,328928675583.17
2021-02-19,Gaming,RTX 4090,North America,2193,Gamers,Individual,2.5,85101.34,14,High,0.56,16,0.17,82,39.56,37602472387.27
1993-11-13,AI,RTX 4090,North America,3174,Educational Institutions,Individual,2.6,59443.29,22,Medium,4.64,73,0.13,72,59.28,1165782597.69
2002-06-09,AI,RTX 3080,North America,4004,Educational Institutions,Business,4.5,38790.13,20,Medium,0.5,86,0.09,52,62.23,281736014.84
2010-08-22,AI,Quadro P2200,North America,1408,Gamers,Business,2.8,38172.19,4,Low,3.56,51,0.18,56,42.39,299110445.67
2024-06-17,Data Center,Tesla T4,North America,4660,Educational Institutions,Individual,3.3,27396.05,23,Medium,0.6,84,0.22,73,50.34,884373840538.01
1993-06-14,OEM,RTX 4090,North America,4231,Educational Institutions,Individual,3.3,173561.37,22,High,0.21,31,0.21,71,52.07,1184966274.37
2024-05-18,AI,Tesla T4,North America,4530,AI Researchers,Individual,4,96219.06,2,Low,3.7,14,0.3,52,37.38,721629369100.08
1996-03-07,AI,Quadro P2200,North America,1165,Cloud Providers,Individual,1.8,24609.04,18,Low,4.33,82,0.16,57,35.38,302170683.26
1993-08-31,AI,RTX 3080,North America,2971,AI Researchers,Business,2.2,196374.88,17,Medium,4.38,75,0.26,57,69.9,1942870132.71
1997-05-27,Gaming,Quadro P2200,North America,4704,Gamers,Business,4.3,144595.87,7,Medium,0.8,30,0.26,53,44.93,284034761.58
2016-07-16,AI,RTX 3080,North America,3204,Cloud Providers,Individual,2.6,87030.7,22,High,4.04,38,0.13,82,35.55,319981191.84
2012-11-13,AI,Tesla T4,North America,1350,Cloud Providers,Individual,3.8,189320.53,7,Low,1.02,52,0.25,87,68.63,316087581.11
2011-12-18,AI,RTX 4090,North America,2516,Gamers,Business,2.1,119514.27,13,High,2.55,60,0.2,52,50.17,292515701.1
2009-03-03,OEM,RTX 3080,North America,3673,Gamers,Business,3.2,78948.37,0,High,2.75,61,0.24,83,59.32,292034782
2024-08-23,Data Center,Tesla T4,North America,2886,Educational Institutions,Business,3.8,56122.64,5,High,4.37,14,0.12,89,59.83,896088078818.08
2023-02-18,Gaming,RTX 3080,North America,1188,AI Researchers,Individual,3.8,174735.89,15,High,2.09,87,0.11,52,66.12,432747198285.91
2019-02-18,AI,Tesla V100,North America,4848,Cloud Providers,Individual,2.1,46350.08,13,Medium,3.51,85,0.28,83,42.06,8273355603.11
2014-05-09,Data Center,Quadro P2200,North America,3976,Gamers,Individual,1.3,163308.6,21,High,4.87,20,0.1,64,41.64,310014996.69
2013-06-17,Gaming,RTX 3080,North America,3657,Educational Institutions,Individual,1.4,22583.42,6,Medium,0.32,72,0.13,88,66.51,299051320.45
2024-09-24,OEM,Quadro P2200,North America,2043,Educational Institutions,Individual,1.5,30687.94,13,High,4.87,59,0.14,61,51.44,510267469024.85
1997-03-10,Data Center,Tesla V100,North America,4199,AI Researchers,Business,4.4,87795.11,18,Low,0.85,59,0.3,89,46.27,305234633.77
2020-03-31,OEM,Tesla V100,North America,3182,Educational Institutions,Individual,1.1,173054.45,8,Low,4.99,72,0.29,76,46.01,7074617826.97
1998-12-13,Gaming,Quadro P2200,North America,1435,Cloud Providers,Individual,1.5,90638.37,6,Low,4.65,68,0.23,51,44.15,288543122.3
2021-07-14,AI,Quadro P2200,North America,4784,Cloud Providers,Business,1.9,128305.91,24,High,3.83,18,0.16,75,62.31,53102037701.11
2019-03-20,Data Center,RTX 4090,North America,2047,AI Researchers,Individual,3.7,184201.57,2,Medium,1.91,76,0.12,64,41.47,6964548256.5
2012-07-04,Data Center,Quadro P2200,North America,4756,Cloud Providers,Individual,2.8,136715.16,18,Low,4.36,39,0.19,79,45.34,314792301.16
2008-08-19,Data Center,RTX 3080,North America,4244,Gamers,Individual,1.7,130886.75,20,Low,0.58,74,0.18,52,61.77,285945151.43
2013-07-02,AI,Tesla V100,North America,1720,AI Researchers,Individual,4.7,40099.73,0,Low,1.21,52,0.14,74,43.72,316918648.04
1999-04-05,AI,Tesla T4,North America,1638,Educational Institutions,Individual,4.2,52258.25,17,High,3.54,86,0.24,50,32.7,305557967.27
2020-05-21,AI,Tesla V100,North America,2577,AI Researchers,Individual,4.8,166016.39,8,Low,1.29,88,0.21,86,39.31,2537608337.28
2004-06-10,Data Center,Tesla V100,North America,1658,AI Researchers,Individual,4.6,132755.68,8,Low,0.79,86,0.26,56,47.85,317405205.95
2017-12-23,AI,Quadro P2200,North America,4283,Cloud Providers,Business,2.6,18746.05,8,Medium,2.42,74,0.25,58,61.25,314341869.37
1998-09-30,OEM,Tesla T4,North America,3853,Cloud Providers,Individual,3.9,151418.23,11,Low,3.72,29,0.17,53,59.39,318562091.44
2024-02-12,OEM,Tesla T4,North America,3283,Gamers,Individual,3.2,146154.97,17,Medium,2.13,52,0.09,79,34.73,809182580435.46
2019-01-28,AI,Tesla V100,North America,2420,AI Researchers,Business,1.9,46378.39,2,Low,4.8,31,0.07,81,60.05,5345032797.68
2005-10-21,Gaming,Quadro P2200,North America,3970,Educational Institutions,Individual,2.1,99629.19,10,High,0.73,60,0.12,85,42.99,307829175.3
1993-12-01,AI,Tesla T4,North America,2043,AI Researchers,Business,2,180820.15,9,Low,1.17,86,0.06,85,39.41,1911325891.83
2000-09-13,Data Center,RTX 4090,North America,1477,Cloud Providers,Business,3.1,116909.61,13,Medium,3.76,44,0.09,63,52.43,289551652.49
1994-09-11,Gaming,RTX 3080,North America,2266,Educational Institutions,Individual,2.5,110815.31,15,Medium,2.93,69,0.13,90,61.47,1569900612.17
1996-12-17,Gaming,RTX 3080,North America,1108,Gamers,Business,2.7,135918.51,13,Medium,0.46,29,0.14,85,42.95,290238201.78
2006-11-08,Gaming,Tesla V100,North America,1621,AI Researchers,Business,3.4,184667.16,21,High,0.52,17,0.21,58,37.21,315253093.11
2006-04-24,Gaming,Tesla V100,North America,161,Educational Institutions,Business,3.3,40949.28,10,Low,0.75,83,0.16,67,39.47,291472629.4
2023-12-08,OEM,Tesla T4,North America,4294,Gamers,Individual,1.8,60132.43,10,Low,4.71,73,0.2,77,44.61,425276626488.42
2013-01-09,Data Center,Quadro P2200,North America,3384,AI Researchers,Individual,1.6,69140.36,8,Low,4.07,58,0.21,67,54.27,313726263.5
1998-11-22,Gaming,RTX 3080,North America,339,Gamers,Individual,3.4,139342.55,21,High,0.82,54,0.06,67,59.62,313922222.38
1996-04-15,OEM,Quadro P2200,North America,2430,Educational Institutions,Individual,1.6,72978.25,12,High,0.24,49,0.07,85,36.79,313660284.29
2016-04-14,AI,Quadro P2200,North America,3864,Gamers,Individual,1.9,64409.89,20,Medium,3.73,75,0.08,60,68.96,290777806.92
2008-12-24,OEM,Tesla V100,North America,4427,AI Researchers,Individual,1.9,189746.4,19,Medium,1.95,53,0.19,72,54.2,298974655.61
2017-11-06,Gaming,Quadro P2200,North America,2322,Gamers,Business,1.8,178585.02,6,Low,2.45,83,0.09,50,56.25,302218530.26
2009-07-16,Data Center,Quadro P2200,North America,1348,Educational Institutions,Individual,4.4,160378.37,14,High,2.09,28,0.08,81,41.06,281721840.66
2024-06-23,Gaming,RTX 4090,North America,2234,Gamers,Business,2.8,140353.43,2,High,2.55,70,0.26,73,38.19,483510235539.49
2009-10-20,OEM,Tesla V100,North America,536,Educational Institutions,Individual,2.3,173384.93,12,Low,2.64,15,0.05,54,64.27,299937853.18
2019-11-24,Data Center,Quadro P2200,North America,118,Cloud Providers,Business,2.5,179102.59,24,High,0.76,74,0.27,71,52.89,3805090641.42
2002-06-18,Gaming,RTX 3080,North America,3820,Cloud Providers,Business,4.3,62493.12,23,Medium,1.71,30,0.27,73,68.35,287239333.68
2004-08-03,AI,RTX 4090,North America,4527,AI Researchers,Business,1,33118.4,16,High,4.09,30,0.06,61,60.27,286909217.31
2007-06-03,Data Center,Tesla V100,North America,586,AI Researchers,Business,1.7,72606.91,5,High,1.52,86,0.29,89,69.2,297524606.98
1996-07-16,Gaming,RTX 3080,North America,2921,Educational Institutions,Business,1.6,184326.29,2,High,1.8,81,0.07,67,48.65,292601151.05
2006-07-24,Data Center,Tesla T4,North America,3048,Cloud Providers,Business,4.5,80590.48,9,Low,4.64,60,0.05,76,57.16,310265843.63
2014-07-26,AI,RTX 4090,North America,4298,AI Researchers,Business,2.5,174394.54,5,High,4.2,71,0.06,66,57.65,297922429.45
1996-11-25,OEM,Quadro P2200,North America,1405,Gamers,Individual,2.3,41970.41,9,Medium,4.5,29,0.22,78,33.9,294387594.08
2003-03-27,Data Center,RTX 4090,North America,872,Cloud Providers,Business,1.3,173852.85,12,Medium,1.52,71,0.22,74,54.45,296394871.64
2018-03-31,OEM,RTX 4090,North America,3173,Cloud Providers,Business,1.4,75074.68,11,High,1.52,79,0.24,82,66.38,1546103183.26
2001-07-21,Gaming,RTX 4090,North America,4563,Educational Institutions,Individual,3.2,96832.38,15,Low,1.2,31,0.22,71,39.72,282901839.48
2023-09-19,OEM,Tesla V100,North America,2510,Cloud Providers,Individual,3.3,126956.53,18,Medium,4.06,23,0.15,69,64.88,428339495424.97
1995-05-21,OEM,RTX 3080,North America,426,AI Researchers,Individual,2.1,181222.87,22,Low,1.11,83,0.11,74,61.31,290570714.24
1997-01-19,AI,Tesla V100,North America,3208,Gamers,Individual,1.4,111931.08,4,Medium,1.01,25,0.27,59,66.57,304863533.06
2000-11-12,OEM,Quadro P2200,North America,1805,Gamers,Business,4.8,12816.93,13,Low,3.58,64,0.18,52,60.12,285570163.26
2013-07-28,Data Center,RTX 4090,North America,3259,AI Researchers,Individual,2,187346.94,24,High,3.02,72,0.18,53,41.89,300064528.8
2004-05-09,Data Center,RTX 4090,North America,3947,Gamers,Individual,4.2,17160.65,15,Low,1.28,68,0.24,89,54.77,292585231.23
2000-04-21,Data Center,RTX 4090,North America,3101,AI Researchers,Business,1.6,162594.91,24,Medium,2.69,84,0.26,84,37.21,311693090.95
2006-04-25,OEM,RTX 3080,North America,1158,Educational Institutions,Individual,4.1,97005.67,16,Medium,3.68,46,0.15,65,43.66,313760163.86
2007-11-14,OEM,RTX 3080,North America,3975,Educational Institutions,Individual,3,111185.67,24,Medium,3.21,24,0.13,82,31.86,294529926.93
2004-11-28,AI,Tesla T4,North America,744,Educational Institutions,Individual,4.8,121768.6,10,Low,1.3,26,0.11,73,56.39,311565351.88
2006-03-24,OEM,RTX 3080,North America,3074,Gamers,Individual,3.2,132284.66,8,Low,3.54,32,0.19,58,48.84,294824809.21
2008-08-19,Data Center,RTX 4090,North America,1800,Gamers,Business,3.8,63322.9,4,High,2.65,83,0.27,52,33.2,307607595.7
1997-12-14,AI,Tesla T4,North America,3231,Cloud Providers,Individual,2.1,199197.43,3,High,1.3,69,0.28,88,50.92,309460694.78
2001-04-18,Data Center,Tesla V100,North America,1052,Gamers,Business,3.9,173509.73,3,Low,4.22,27,0.15,69,49.93,298898600.67
2004-10-29,Gaming,RTX 3080,North America,3995,Cloud Providers,Business,4.5,195893.38,10,Low,3.37,55,0.2,84,46.02,309576000.89
2011-08-18,Gaming,RTX 3080,North America,1622,AI Researchers,Business,3.5,158488.46,22,Medium,4.1,73,0.18,69,46.53,307891001.49
2001-11-19,AI,Tesla V100,North America,4565,Gamers,Business,4.1,133779.95,12,Low,2.08,25,0.19,64,57.65,297621858.62
2021-09-09,OEM,Quadro P2200,North America,774,Educational Institutions,Business,4.6,70079.35,8,High,1.65,31,0.24,57,66.32,47197808534.36
2011-06-23,Gaming,Quadro P2200,North America,3449,Cloud Providers,Individual,1.6,153559.22,0,Medium,1.3,11,0.16,78,41.85,311693900.77
2014-09-15,Data Center,Tesla T4,North America,4907,AI Researchers,Business,4.6,172044.01,5,Medium,0.14,83,0.14,79,57.59,313342557.5
1999-03-29,OEM,Tesla T4,North America,3549,Cloud Providers,Business,4,78827.36,15,High,1.63,48,0.25,72,63.63,284673771.16
2001-11-26,Data Center,Tesla T4,North America,1114,Gamers,Individual,3.9,58897.58,9,Medium,1,43,0.06,77,51.7,314416891.25
2002-05-11,Gaming,Quadro P2200,North America,3856,Cloud Providers,Business,4.7,145189.99,13,High,4.97,35,0.08,69,43.95,294556999.24
2002-02-25,OEM,RTX 4090,North America,799,Cloud Providers,Individual,2.4,155659.91,8,High,2.48,88,0.27,51,58.26,315665487.69
2006-03-05,Gaming,Tesla T4,North America,3238,Educational Institutions,Business,1.1,44666,4,Medium,1.37,35,0.13,89,51.36,314608855.82
2003-04-15,AI,RTX 4090,North America,1046,AI Researchers,Individual,4,168601.23,8,Low,0.58,44,0.25,90,63.87,317930237.29
2001-08-02,Data Center,Tesla T4,North America,762,AI Researchers,Individual,4.7,109996.82,13,Medium,1.09,49,0.18,55,67.88,318409575.69
2002-06-29,Gaming,RTX 4090,North America,2358,Educational Institutions,Individual,2,54514.86,4,Low,0.8,69,0.2,75,50.2,314121350.75
2012-07-01,Data Center,Quadro P2200,North America,2755,Gamers,Business,1.5,196855.99,3,Medium,4.48,62,0.16,76,37.14,280987677.95
2024-10-02,AI,Quadro P2200,North America,377,Gamers,Individual,3.8,57952.27,18,Low,0.7,29,0.16,68,35.42,634490724109.74
2022-11-04,Gaming,Tesla T4,North America,3227,Cloud Providers,Individual,2.4,14500.54,25,Low,1.27,44,0.17,60,55.64,261275734349.25
2016-02-25,Data Center,RTX 3080,North America,4229,Gamers,Business,2.1,13611.61,16,Low,1.14,75,0.1,67,41.21,297818660.3
2006-10-26,AI,Tesla V100,North America,2172,Educational Institutions,Business,2,111885.02,12,Low,4.46,25,0.09,73,33.32,296322054.95
2000-07-22,AI,Tesla V100,North America,610,Cloud Providers,Individual,2.9,161896.75,4,High,0.64,85,0.19,59,47.53,284409448.35
2012-10-10,AI,RTX 4090,North America,619,Cloud Providers,Business,4.9,27222.28,17,Medium,4.77,17,0.16,78,51.81,310210205.89
2024-03-03,OEM,RTX 3080,North America,2472,Educational Institutions,Business,4.8,87530.07,9,Low,1.74,48,0.08,60,57.9,567819853516.22
2003-05-22,Data Center,Tesla T4,North America,3608,Cloud Providers,Business,3.4,96837.93,8,High,4.63,15,0.11,70,36.75,304068046.17
2008-05-22,Data Center,Tesla V100,North America,4423,Gamers,Individual,3.8,192851.63,25,Medium,4.08,37,0.17,59,41.83,293161393.84
1996-08-19,AI,RTX 3080,North America,535,AI Researchers,Business,2.3,37802.76,20,High,0.29,72,0.25,74,57.36,314122528.86
2014-12-19,Data Center,RTX 3080,North America,335,Cloud Providers,Business,4.2,108059.42,18,Medium,2.63,12,0.16,74,37.17,313656540.19
2005-01-17,Gaming,RTX 4090,North America,1409,Cloud Providers,Individual,3,25069.42,7,Medium,3.05,68,0.15,73,42.38,314742433.74
2011-09-28,OEM,Tesla T4,North America,3869,Gamers,Business,3.1,42788.75,23,Low,2.98,26,0.11,66,33.89,317492054.38
2022-08-11,AI,Tesla V100,North America,1241,Cloud Providers,Business,2.4,108833.51,11,High,3.26,74,0.13,58,33.16,276596400113.35
1997-09-23,AI,RTX 4090,North America,329,AI Researchers,Business,5,199684.31,5,Medium,4.46,86,0.09,78,33.96,315880874.94
2006-04-30,OEM,Quadro P2200,North America,688,AI Researchers,Business,4.9,36068.78,8,High,2.85,66,0.19,63,37.16,295154597.06
2005-03-18,Gaming,RTX 3080,North America,1637,Educational Institutions,Individual,1.2,159443.18,16,High,2.22,23,0.14,85,62.82,296138157.5
2018-05-17,Gaming,RTX 4090,North America,3447,AI Researchers,Individual,4.3,91427.54,9,Low,2.06,32,0.19,52,64.56,1584336898.14
2008-08-25,OEM,Tesla V100,North America,3386,Cloud Providers,Individual,1,39001.4,18,High,3.15,17,0.07,65,54.15,284339633.97
2021-07-02,Data Center,Quadro P2200,North America,4896,Educational Institutions,Business,1.6,185836.4,17,Low,3.45,88,0.13,76,41.99,30309161686.13
1993-12-15,OEM,Tesla T4,North America,839,AI Researchers,Business,4.5,91619.06,6,Medium,1.15,14,0.2,77,69.4,1124222153.7
2015-11-13,AI,Tesla V100,North America,1308,Educational Institutions,Individual,4.2,192795.76,8,Medium,2.74,26,0.07,76,61.56,290154803.3
2006-05-03,AI,RTX 4090,North America,2732,Gamers,Individual,2.4,176003.2,6,High,3.74,64,0.08,58,43.6,284734772.54
2006-12-01,Gaming,Quadro P2200,North America,1263,Cloud Providers,Business,1.4,141518.5,5,High,4.59,67,0.18,70,68.44,302421620.83
2009-10-25,OEM,Tesla V100,North America,1782,Cloud Providers,Business,1.4,170581.71,12,High,2.18,60,0.23,63,61.6,281965871.16
2017-04-04,Gaming,RTX 4090,North America,2103,Gamers,Business,2.1,74397.01,4,Medium,3.07,66,0.24,55,40.83,310222641.22
2000-07-25,OEM,Quadro P2200,North America,4995,Cloud Providers,Individual,5,175126.26,2,High,1.06,65,0.13,64,67.2,285851369.84
2015-09-16,AI,Quadro P2200,North America,4819,Gamers,Individual,2.8,174606.31,14,Medium,0.76,52,0.22,87,37.57,294932354.56
2013-07-15,AI,Tesla V100,North America,3300,Cloud Providers,Individual,3.2,15205.45,25,High,3.95,19,0.16,55,40.51,301823828.56
1999-11-08,Gaming,Tesla T4,North America,2211,Cloud Providers,Individual,2.6,141424.64,20,Medium,2.58,78,0.29,77,31.84,313836900.9
2024-06-25,Gaming,Quadro P2200,North America,753,Educational Institutions,Business,2.6,145612.92,21,High,1.47,69,0.24,80,64.8,975842671964.18
