date,product_category,product_name,region,units_sold,customer_segment,customer_type,customer_satisfaction,marketing_spend_usd,discount_percentage_percent,competitor_influence,return_rate_percent,ai_ml_adoption_rate_percent,ad_campaign_effectiveness,customer_retention_rate_percent,market_share_percent,sales_revenue_usd
2016-01-12,Data Center,RTX 3080,Europe,311,Cloud Providers,Individual,2.9,168353.11,5,Medium,0.88,59,0.18,78,45.04,317518280.47
2010-10-08,Data Center,RTX 3080,Europe,1879,Gamers,Business,1.9,76994.63,21,Medium,4.96,62,0.1,83,50.46,290319361.67
2015-02-04,AI,Quadro P2200,Europe,4962,AI Researchers,Individual,4.2,80071.94,10,High,1.83,33,0.15,55,38,298227436.95
1999-03-28,AI,Tesla T4,Europe,4315,Cloud Providers,Business,4.1,63570.47,17,Medium,4.23,69,0.24,88,59.52,312113174.68
2006-09-24,OEM,Tesla V100,Europe,1711,Educational Institutions,Business,1.1,130743.42,17,Medium,3.96,88,0.13,77,41.2,287768947.44
1995-11-15,AI,Tesla T4,Europe,4832,Educational Institutions,Business,3.2,39926.63,5,High,3.6,35,0.21,56,43.43,292194465.68
2024-02-25,Data Center,Tesla V100,Europe,4485,Cloud Providers,Individual,4.5,10190.98,15,High,0.15,44,0.14,63,38.57,819396206460.57
2022-04-05,AI,RTX 3080,Europe,3545,Gamers,Business,2.4,192063,2,Medium,2.56,34,0.18,61,53.87,271386863974.7
2019-02-18,OEM,Tesla T4,Europe,3165,AI Researchers,Business,3.2,23752.41,8,Medium,3.34,77,0.19,79,49.6,7185393592.12
2006-11-12,AI,RTX 4090,Europe,4605,Cloud Providers,Individual,2.6,85323.72,8,High,2.49,88,0.19,87,60.31,299612933.18
2002-01-20,Data Center,Quadro P2200,Europe,2843,Educational Institutions,Individual,1.4,178556.17,7,Medium,1.36,80,0.13,65,45.3,317403758.73
1995-03-03,Data Center,RTX 4090,Europe,2275,Gamers,Business,3.3,45784.64,8,Low,4,13,0.25,55,44.77,310417432.55
2022-07-01,AI,RTX 4090,Europe,4159,Cloud Providers,Business,3.2,78778.96,7,Medium,0.24,45,0.13,68,38.57,143242657510.25
2015-06-07,AI,Quadro P2200,Europe,4115,Gamers,Business,1.1,57936.69,9,Low,4.47,65,0.23,58,66.17,304184315.02
2021-04-06,Gaming,RTX 4090,Europe,1347,Educational Institutions,Business,2.3,59521.97,20,High,1.04,12,0.25,85,30.21,53193809355.79
2012-11-11,Data Center,Tesla V100,Europe,1466,Educational Institutions,Business,4.2,99088.28,4,Low,1.65,30,0.28,90,32.83,286319338.22
2005-05-07,OEM,Tesla T4,Europe,1393,AI Researchers,Individual,4.6,51239.79,3,Low,0.85,73,0.09,70,68.66,312462421.74
2006-11-04,Gaming,Quadro P2200,Europe,297,Cloud Providers,Business,1.2,169061.1,5,Low,4.04,40,0.2,68,53.45,284441686.06
1999-01-15,Data Center,Quadro P2200,Europe,251,Educational Institutions,Business,4.2,99512.8,11,Low,1.09,46,0.27,90,43.22,289869021.83
2014-03-07,Gaming,RTX 3080,Europe,4014,Educational Institutions,Business,3.4,44038.46,1,Medium,1.78,49,0.23,80,42.07,291674102.39
1997-02-24,Gaming,Tesla T4,Europe,3694,Educational Institutions,Individual,2.3,141579.31,13,Medium,0.96,13,0.2,85,58.25,319096684.85
2023-07-02,Data Center,Tesla V100,Europe,3982,Gamers,Individual,3.7,134628.76,9,Low,1.64,56,0.11,83,45.53,358147478568.35
1999-08-16,Gaming,Tesla V100,Europe,3746,AI Researchers,Business,3.2,110922.8,4,Low,4.51,72,0.09,70,46.68,314558492.09
2015-10-25,Gaming,Tesla V100,Europe,3319,Gamers,Individual,3.9,71346.45,18,Medium,2.35,87,0.1,65,56.29,303175384.12
2008-01-02,Data Center,Quadro P2200,Europe,3871,AI Researchers,Individual,1.3,139952.03,0,Low,3.45,36,0.06,54,30.73,312459678.72
2002-10-27,Data Center,RTX 3080,Europe,3452,Educational Institutions,Business,2.4,150318.14,18,Low,1.51,34,0.23,66,37.59,313708521.05
2018-03-16,OEM,Tesla T4,Europe,4745,Cloud Providers,Individual,3.6,187842.59,23,Low,3.86,13,0.26,67,56.22,1159752142.36
2019-06-27,Data Center,Tesla V100,Europe,842,Gamers,Business,3.3,114320.9,20,Medium,1.61,82,0.13,66,36.5,5404343226.72
1996-03-27,AI,RTX 4090,Europe,4702,Educational Institutions,Individual,2.7,84195.71,8,Medium,0.61,51,0.22,88,44.29,285250926.92
2023-10-18,Data Center,Tesla V100,Europe,3772,Gamers,Individual,4.6,101361.16,9,Low,0.97,67,0.27,58,58.83,522945191191.06
2012-12-03,Data Center,Tesla V100,Europe,4586,Cloud Providers,Business,3.3,117586.77,4,Medium,3.7,78,0.06,69,42.49,301769207.55
2022-09-01,AI,RTX 4090,Europe,1264,Gamers,Individual,4.7,196024.57,1,Low,0.66,77,0.15,89,57.46,170309698549.77
2013-07-31,AI,Tesla T4,Europe,4551,Gamers,Business,2.4,150013.22,7,Medium,3.24,16,0.11,79,36.01,298471551.02
2023-10-28,AI,RTX 3080,Europe,4580,Educational Institutions,Business,4.9,151566.25,9,High,3.1,63,0.27,61,37.66,517662573449.14
1996-04-14,Data Center,Quadro P2200,Europe,3462,Educational Institutions,Business,4.9,47771.9,9,High,3.4,25,0.16,62,40.56,317206184.49
1997-06-10,Data Center,RTX 4090,Europe,3170,AI Researchers,Individual,4.3,152482.14,19,High,3.76,39,0.05,68,51.34,280310697.59
2002-10-24,Gaming,Tesla V100,Europe,3856,Educational Institutions,Business,2,138183.44,1,Low,0.86,50,0.08,85,31.55,319503242.19
2003-08-04,OEM,RTX 4090,Europe,1944,Gamers,Business,3,166015.27,15,High,0.51,60,0.24,53,34.76,287837906.28
1999-01-16,Gaming,Tesla V100,Europe,526,Cloud Providers,Business,4.2,73242.52,16,Low,1.77,32,0.11,82,59.24,285469048.7
1999-04-09,Data Center,RTX 3080,Europe,3562,Educational Institutions,Individual,3.4,143661.99,22,High,2.99,84,0.06,60,42.94,312587398.47
2009-02-23,AI,RTX 3080,Europe,968,Gamers,Individual,1.2,74810.98,1,Medium,3.78,16,0.2,84,43.36,309067413.09
2011-10-08,OEM,RTX 3080,Europe,1885,AI Researchers,Individual,1.8,179532.15,4,High,4.35,57,0.25,75,33.12,281159040.07
1994-04-04,Gaming,Quadro P2200,Europe,526,AI Researchers,Individual,2.4,153020.77,2,Medium,1.05,72,0.3,65,50.96,1887339589.36
2024-08-06,AI,Tesla V100,Europe,840,Gamers,Individual,1.2,167783.68,1,Low,3.6,86,0.22,55,40.84,865877246356.19
2012-05-27,Gaming,RTX 4090,Europe,3239,Cloud Providers,Individual,2.3,150636.37,0,Low,0.57,30,0.08,74,39.19,318988698.83
1995-09-09,AI,RTX 4090,Europe,4117,Educational Institutions,Individual,4.9,119293.65,5,Medium,2.05,83,0.21,73,46.79,289180339.72
1996-05-02,OEM,Tesla T4,Europe,1954,Cloud Providers,Individual,3.4,68758.52,12,Medium,3.71,39,0.18,86,61.84,292627432.05
2008-12-24,AI,Tesla T4,Europe,3024,Gamers,Individual,1.9,173990.26,1,Medium,2.17,10,0.12,68,57.79,289854990.92
2004-09-12,OEM,Quadro P2200,Europe,1155,Educational Institutions,Individual,2.3,169586.05,14,Low,1.77,85,0.07,82,37.62,297135526.83
1997-05-13,OEM,RTX 4090,Europe,331,AI Researchers,Individual,4.4,81646.86,16,Medium,4.38,45,0.14,88,30.93,306890864.73
2000-04-06,AI,RTX 4090,Europe,1378,AI Researchers,Business,2.7,157393.92,12,Low,3.84,17,0.14,65,65.9,293958444.12
2005-04-12,Data Center,Tesla V100,Europe,3769,Educational Institutions,Business,2.7,162614.21,13,Medium,3.2,38,0.16,87,58.91,304391758.57
2001-03-21,AI,RTX 3080,Europe,2550,Educational Institutions,Business,3.6,179947.32,16,High,3.36,13,0.21,77,40.72,280890797.13
2023-11-29,Gaming,Quadro P2200,Europe,2232,AI Researchers,Individual,1.1,126059.33,15,Medium,3.09,30,0.25,86,55.36,434598908946.11
1997-08-24,Data Center,Tesla T4,Europe,1658,AI Researchers,Business,3.3,124618.01,1,Medium,3.9,28,0.16,79,48.67,280062544.29
2010-06-20,Gaming,Tesla V100,Europe,4364,AI Researchers,Business,2.8,139636.88,25,Medium,3.99,24,0.08,73,56.32,308460618.19
2001-01-15,Gaming,RTX 3080,Europe,1301,Gamers,Business,3.3,37932.83,23,Low,2.48,40,0.05,53,52.76,296374008.95
1993-10-30,AI,RTX 3080,Europe,4281,Gamers,Business,4.9,154370.29,3,Medium,4.87,69,0.1,70,52.69,1356710822.52
2018-01-06,Gaming,Quadro P2200,Europe,2566,AI Researchers,Individual,4.7,143037.95,17,High,1.37,89,0.08,76,64.58,1697366062.93
2012-02-16,OEM,Quadro P2200,Europe,1825,Educational Institutions,Individual,1.1,179823.19,18,Low,2.12,63,0.3,70,61.56,294903908.54
2022-02-03,OEM,Tesla T4,Europe,3097,Gamers,Individual,3,74299.55,17,High,2.42,27,0.11,65,43.59,202377133047.67
2024-05-12,Gaming,Tesla V100,Europe,4194,Educational Institutions,Individual,3.5,28271.46,1,Low,4.7,52,0.3,75,32.37,550864689822.5
1995-01-22,Gaming,RTX 3080,Europe,1802,Cloud Providers,Business,2.8,12797.52,12,High,1.73,83,0.17,86,45.33,314909288.86
2019-12-23,Data Center,RTX 4090,Europe,666,Cloud Providers,Individual,4.7,79608.05,15,Medium,1.16,72,0.07,86,65.97,4809897895.09
2000-04-05,Gaming,RTX 3080,Europe,4951,AI Researchers,Individual,1.4,101955.98,15,High,4.05,41,0.17,90,31.76,281109466.79
2004-01-12,OEM,Tesla T4,Europe,165,AI Researchers,Individual,4.1,193218.35,13,Medium,2.75,13,0.23,60,37.53,306580047.18
2009-04-21,AI,RTX 4090,Europe,603,Cloud Providers,Individual,2.8,32401.9,24,Low,3.67,32,0.1,56,42.68,295200638.46
1999-09-26,AI,Tesla T4,Europe,3889,Gamers,Individual,4.7,120685.25,1,Medium,4.32,53,0.24,88,60.13,284984417.8
2011-08-11,Data Center,Tesla V100,Europe,4788,Cloud Providers,Individual,1.4,118305.25,6,Medium,4.63,26,0.05,70,60.17,294384989
2015-03-16,OEM,RTX 3080,Europe,4606,Educational Institutions,Business,1.6,174042.14,11,Low,4.68,31,0.27,65,50.92,313227560.46
2022-06-21,Data Center,RTX 3080,Europe,620,Educational Institutions,Individual,1.9,108670.89,25,Medium,4.61,32,0.11,61,40.46,148086935593.47
2019-05-16,Gaming,RTX 3080,Europe,3201,AI Researchers,Individual,4.9,98505.57,18,High,0.89,36,0.1,77,46.66,7626783213.06
2012-10-05,Gaming,Tesla V100,Europe,2308,Cloud Providers,Individual,1.8,65790.83,13,Medium,1.08,42,0.23,65,52.28,316466295.91
2017-08-16,Gaming,RTX 3080,Europe,804,Cloud Providers,Individual,2.4,114990.1,13,High,4.42,28,0.09,68,31.72,317056261.86
2022-12-10,Data Center,Quadro P2200,Europe,3001,Gamers,Business,3.2,56502.23,13,Medium,0.67,42,0.26,55,46.99,172830787840.79
1998-08-27,Data Center,RTX 4090,Europe,2215,Educational Institutions,Individual,1.8,81287.57,5,High,1.56,14,0.29,70,65.89,285391918.64
1993-04-05,Gaming,RTX 4090,Europe,4307,Gamers,Individual,2.4,58073.96,23,High,1.65,84,0.28,88,67.98,1227974283.61
2023-05-22,Data Center,RTX 4090,Europe,4246,Cloud Providers,Individual,3.1,140249.92,7,Medium,1.22,13,0.3,63,51.97,380516427891.72
2022-02-12,AI,RTX 3080,Europe,4285,Educational Institutions,Individual,2.5,89484.23,23,Medium,0.12,85,0.07,68,51.85,248457822310.19
2016-01-20,OEM,Quadro P2200,Europe,1721,AI Researchers,Business,3.9,185935.87,4,High,2.49,74,0.06,62,48.36,300918077.92
2012-04-06,Data Center,Tesla T4,Europe,4854,Cloud Providers,Individual,4.6,134950.76,16,High,2.18,15,0.08,84,63.44,292896276.69
2015-02-02,Data Center,Quadro P2200,Europe,661,Gamers,Individual,4.1,10660.35,10,High,1.67,20,0.3,70,63.46,288016169.26
2008-04-19,AI,Quadro P2200,Europe,4343,Educational Institutions,Individual,1.8,118606.54,19,Low,3.92,16,0.2,82,33.52,282280709.87
2018-05-18,Gaming,RTX 3080,Europe,2923,Cloud Providers,Business,1,58643.74,5,Medium,4.96,77,0.08,78,40.47,1492401569.52
2020-11-07,AI,Tesla T4,Europe,110,Cloud Providers,Business,2.9,68471.45,4,High,4.86,54,0.23,81,36.16,3629564535.2
2013-04-02,OEM,Tesla T4,Europe,4089,Educational Institutions,Business,2.8,13210.55,23,Medium,3.83,75,0.25,80,49.04,315230219.89
2000-05-01,Data Center,Quadro P2200,Europe,3894,Gamers,Business,2.4,133664.03,13,High,1,49,0.07,65,50.31,317369525.51
1993-12-10,Gaming,RTX 4090,Europe,2375,Educational Institutions,Business,3.2,154951.92,1,Medium,0.73,19,0.25,66,45.41,1997441244.99
2007-11-04,Gaming,Tesla T4,Europe,4585,AI Researchers,Business,4.9,151723.86,20,Low,4.04,47,0.21,73,50.12,317215926.47
2009-12-18,Gaming,RTX 4090,Europe,4786,AI Researchers,Business,1.6,81970.23,20,Low,1.75,38,0.13,74,34.25,294461537.18
1993-06-18,Data Center,RTX 4090,Europe,2083,Cloud Providers,Business,2.1,98522.19,25,Medium,2.98,14,0.11,75,31.4,1945090680.11
2017-03-22,Gaming,Tesla V100,Europe,1730,Cloud Providers,Individual,3.1,188723.91,10,Low,0.86,35,0.1,66,55.94,310836475.69
2019-01-14,OEM,Tesla V100,Europe,205,AI Researchers,Business,4.7,73515.67,25,High,2.59,90,0.05,70,49.93,4678279247.28
2015-08-29,Data Center,RTX 3080,Europe,3563,Educational Institutions,Individual,1.3,169558.34,2,Low,3.37,33,0.17,62,61.12,312076869.55
2016-08-28,Data Center,Tesla T4,Europe,1036,Cloud Providers,Individual,3.6,177181.71,2,Low,1.06,48,0.24,63,66.91,314751050.1
1997-05-28,AI,Quadro P2200,Europe,4367,Educational Institutions,Business,3.5,92423.22,0,Medium,3.08,65,0.11,76,66.83,309398490.38
2000-11-19,Gaming,RTX 3080,Europe,1121,Cloud Providers,Individual,4.6,23321.39,16,Low,4.69,79,0.05,61,65.57,309683810.02
1995-02-20,AI,RTX 4090,Europe,452,AI Researchers,Business,4.7,46438.23,13,High,1.15,90,0.11,90,68.22,284992427.07
2011-08-31,AI,Quadro P2200,Europe,1761,Gamers,Individual,2.9,106701.41,23,Medium,1.71,71,0.19,65,42.13,289483746.54
2019-01-25,OEM,RTX 4090,Europe,1266,Educational Institutions,Business,3.4,180924.9,18,High,1.53,89,0.27,70,55.34,8436228868.68
2016-04-12,Data Center,Tesla T4,Europe,4165,Gamers,Business,1.8,159214.81,14,Medium,1.27,32,0.14,73,42.94,308458552.37
2001-03-08,OEM,RTX 3080,Europe,709,Gamers,Business,3.9,15488.47,5,High,3.6,64,0.21,53,39.33,298499731.55
2000-03-05,Data Center,Tesla V100,Europe,1367,Cloud Providers,Business,4.4,146013.93,2,High,3.73,77,0.14,85,54.78,317263342.61
1996-12-31,Data Center,Quadro P2200,Europe,3268,Cloud Providers,Business,1.7,43595.5,22,Low,2.7,56,0.25,73,50.63,312937557.22
2024-09-25,Gaming,Tesla V100,Europe,4511,Educational Institutions,Individual,3.3,68435.37,23,Low,4.38,36,0.23,65,35.46,838330630698.07
2008-09-22,AI,Tesla T4,Europe,3721,AI Researchers,Business,1.1,145450.36,24,Medium,2.52,38,0.3,57,41.96,319864484.85
1999-06-10,OEM,Tesla T4,Europe,513,Gamers,Business,4.2,125443.17,20,High,4.71,15,0.17,56,47.6,308357273.94
2003-04-07,OEM,Tesla T4,Europe,2254,Gamers,Business,2.5,30972.91,10,Low,1.09,70,0.1,60,46.39,284299728.73
2007-07-02,Gaming,Tesla V100,Europe,1729,Educational Institutions,Business,3.9,72730.53,7,High,3.28,84,0.23,60,67.13,282806371.36
1994-07-26,Data Center,Quadro P2200,Europe,3660,AI Researchers,Individual,2.6,50942.04,11,Low,2.01,31,0.07,90,63.2,1589646669.81
2000-12-04,Gaming,Tesla T4,Europe,1289,Cloud Providers,Business,3.7,21388.69,6,High,2.74,27,0.13,64,31.03,299789533.55
2024-05-15,OEM,Quadro P2200,Europe,478,Cloud Providers,Business,2.4,186688.65,3,High,0.93,10,0.11,59,46.1,887005012926.12
2006-07-28,AI,Tesla V100,Europe,2571,Cloud Providers,Business,3,174284.47,23,Medium,2.56,53,0.09,50,51.52,281456721.29
2018-10-21,Data Center,Tesla V100,Europe,923,Educational Institutions,Business,3.7,158135.7,19,Medium,2.85,38,0.14,58,61.7,1067000296.13
2005-01-22,Data Center,Quadro P2200,Europe,4970,Gamers,Individual,3.9,178320.78,16,Medium,0.27,79,0.2,67,67.73,301814745.93
2015-02-05,Gaming,Tesla T4,Europe,2203,Cloud Providers,Business,2.1,176569.27,11,Low,4.78,32,0.05,69,41.51,291050588.5
2007-05-10,Gaming,Quadro P2200,Europe,4218,Gamers,Individual,3,36372.7,13,Medium,4.77,22,0.11,87,66.15,305718326.33
2022-08-25,Gaming,RTX 3080,Europe,888,AI Researchers,Individual,1.7,110318.99,9,Medium,4.8,47,0.08,68,40.79,245716787480.07
1993-06-27,Data Center,Quadro P2200,Europe,172,Gamers,Individual,3.6,19744.64,11,Medium,0.15,15,0.23,81,61.37,1835163984.46
2006-04-19,Data Center,Tesla T4,Europe,3052,AI Researchers,Individual,2.3,91314.18,9,Medium,0.14,15,0.18,80,37.68,307512432.98
2019-09-28,AI,Tesla T4,Europe,2760,AI Researchers,Individual,4.2,111082.78,15,Medium,2.87,46,0.18,87,36.6,3115544677.3
2000-04-13,AI,Quadro P2200,Europe,3751,Cloud Providers,Business,1.9,154536.57,17,Medium,3.63,14,0.2,73,61.72,298189907.16
2006-07-17,Gaming,Quadro P2200,Europe,2034,AI Researchers,Individual,1.2,170469.47,22,High,1.64,74,0.25,86,64.22,318071149.3
2010-04-08,Gaming,Quadro P2200,Europe,1994,AI Researchers,Business,4.8,149894.68,24,Medium,1.75,39,0.09,52,51.11,295706872.03
2024-01-05,OEM,RTX 4090,Europe,3868,Gamers,Business,2.9,11461.42,6,High,3.15,17,0.1,84,62.07,555501946773.14
2021-12-10,OEM,RTX 3080,Europe,2799,Educational Institutions,Individual,4.6,57523.92,4,High,3.72,67,0.15,76,42.46,34740161580.4
2012-12-20,OEM,Quadro P2200,Europe,3225,AI Researchers,Business,2.9,58523.14,16,High,2.98,83,0.2,68,47.84,283326067.22
2002-02-21,AI,Tesla T4,Europe,3024,AI Researchers,Individual,3.2,69071.97,1,Medium,4.7,66,0.15,85,64.55,295787223.59
2014-06-16,Data Center,RTX 4090,Europe,633,Cloud Providers,Individual,4.8,141489.83,5,High,4.19,76,0.09,69,37.55,315925391.62
2018-05-30,Data Center,Tesla V100,Europe,2470,Gamers,Business,2.5,91038.93,25,Low,2.19,57,0.14,73,38.15,1638768131.02
2010-09-08,AI,Quadro P2200,Europe,3761,Gamers,Business,4,170363.47,17,Low,4.51,25,0.23,84,30.11,301113537.65
2005-11-11,OEM,RTX 4090,Europe,2890,Cloud Providers,Individual,2.3,66070.29,8,Low,4.02,64,0.18,65,49.34,288339215.8
2010-08-16,Data Center,RTX 4090,Europe,1342,AI Researchers,Individual,2.4,107723.57,24,Medium,3.08,82,0.28,76,48.85,318250114.44
2022-12-16,AI,RTX 4090,Europe,393,Gamers,Business,2.3,34247.35,7,Low,1.33,45,0.24,81,59.91,127712109822.29
2019-01-27,AI,RTX 4090,Europe,2182,Educational Institutions,Business,2.6,175431.9,11,Medium,3.47,14,0.19,79,52.72,9461151521.4
2007-11-14,OEM,Tesla V100,Europe,812,Gamers,Business,1.8,69021.48,22,Medium,3.91,79,0.18,63,34.34,288894547.07
1994-06-24,Data Center,Quadro P2200,Europe,4879,Cloud Providers,Individual,4.4,137229.38,24,Low,1.57,88,0.29,89,40.71,1981607176.06
2015-01-14,AI,Tesla T4,Europe,3446,Educational Institutions,Individual,3,68622.43,4,High,1.43,78,0.24,81,65.8,302560671.01
1996-11-19,OEM,Tesla V100,Europe,4013,Gamers,Business,4.8,190316.63,17,Medium,1.49,54,0.28,78,46.67,301193570.47
2003-12-17,OEM,Tesla T4,Europe,4484,AI Researchers,Business,1.5,105880.34,5,High,3.12,27,0.21,64,34.17,280816506.16
1995-04-12,OEM,RTX 3080,Europe,1869,Gamers,Individual,3.8,156015.51,3,Low,3.2,85,0.09,69,58.72,313555339.25
2024-05-16,Gaming,Tesla V100,Europe,4363,AI Researchers,Individual,4.6,40531.3,12,High,2.05,69,0.17,77,42.58,978965194331.08
2009-01-13,OEM,Tesla T4,Europe,1530,Gamers,Individual,3.6,47326.14,9,Low,0.44,62,0.13,69,61.67,319047039.57
2005-03-02,OEM,RTX 4090,Europe,4213,Educational Institutions,Individual,2.2,46404.11,0,Low,3.47,38,0.07,70,46.3,310572185.04
2006-12-08,AI,Quadro P2200,Europe,1077,Gamers,Business,1.4,47113.72,0,High,2.68,56,0.28,69,39.75,314879118.38
2005-11-18,Gaming,Tesla V100,Europe,604,Cloud Providers,Business,4.7,46158.07,25,Low,4.02,39,0.18,88,64.04,318027713.26
2012-05-03,OEM,Quadro P2200,Europe,859,Cloud Providers,Individual,2.9,185233.78,1,Low,4.38,48,0.13,58,63.76,317642660.15
2007-12-07,AI,Tesla V100,Europe,769,Gamers,Business,2.8,121834.76,21,Medium,1.79,12,0.2,76,58.36,300419475.21
2002-11-16,OEM,Quadro P2200,Europe,2233,Gamers,Business,2,153634.8,12,High,2.55,12,0.18,59,35.55,304821482.18
