date,product_category,product_name,region,units_sold,customer_segment,customer_type,customer_satisfaction,marketing_spend_usd,discount_percentage_percent,competitor_influence,return_rate_percent,ai_ml_adoption_rate_percent,ad_campaign_effectiveness,customer_retention_rate_percent,market_share_percent,sales_revenue_usd
2008-12-09,Data Center,Tesla T4,Middle East,2426,Gamers,Business,3.1,145651.98,15,Low,4.52,44,0.19,53,55.24,284774021.73
2000-12-06,Data Center,RTX 4090,Middle East,713,Educational Institutions,Individual,3.3,119651.81,3,Medium,2.73,35,0.17,52,37.36,287480050.79
2017-08-02,AI,RTX 4090,Middle East,4790,Cloud Providers,Individual,2,139009.03,19,High,0.2,17,0.21,82,66.13,283511731.34
2021-05-26,OEM,Tesla V100,Middle East,4696,Educational Institutions,Individual,2.3,135513.75,8,Low,3.99,89,0.12,72,62.23,63291681486.61
1999-09-14,Gaming,Tesla V100,Middle East,1909,Educational Institutions,Individual,3.1,128442.55,20,Low,3.98,78,0.06,53,60.26,285067046.69
2014-08-21,AI,Tesla V100,Middle East,4329,Educational Institutions,Business,4.9,100870.16,25,Low,1.38,34,0.14,69,55.61,299242980.01
2007-09-17,AI,Tesla T4,Middle East,3942,Gamers,Individual,2.9,117096.22,24,Medium,2.88,65,0.07,71,33.63,299570847.72
2024-09-20,AI,RTX 4090,Middle East,816,AI Researchers,Business,1.9,64343.61,16,Low,3.71,79,0.09,87,43.99,1091496834551.65
2002-04-23,Data Center,RTX 3080,Middle East,1614,Educational Institutions,Business,4.7,149930.45,4,High,3,80,0.1,59,45.66,283120937.17
2006-08-31,Data Center,Quadro P2200,Middle East,4700,Educational Institutions,Individual,4.8,190528.41,5,High,4.78,89,0.18,87,35.4,294646763.78
2008-01-05,Data Center,Quadro P2200,Middle East,3096,Educational Institutions,Individual,2,83437.6,19,Low,0.55,43,0.11,79,40.34,283382682.95
2000-12-04,Data Center,Tesla T4,Middle East,2888,Gamers,Individual,4.7,76903.61,25,High,0.57,53,0.18,51,33.01,315680599.23
1998-07-09,OEM,Tesla T4,Middle East,1520,Educational Institutions,Business,4.4,107196.58,7,Medium,2.04,68,0.28,66,36.51,295262158.36
1998-12-16,Data Center,Quadro P2200,Middle East,1249,AI Researchers,Business,2.6,170552.99,14,High,1.41,26,0.05,76,34.65,311066249.51
2023-10-12,Data Center,Tesla V100,Middle East,3316,AI Researchers,Business,4.8,178909.34,0,Low,0.47,59,0.14,50,44.5,498740605118.78
1997-11-29,Data Center,Quadro P2200,Middle East,1144,Gamers,Individual,2.4,177389.65,5,Medium,1.95,40,0.23,55,32.79,319859285.31
2009-03-08,OEM,Tesla T4,Middle East,2388,Gamers,Business,2.6,84232.34,12,Low,1.54,59,0.24,71,57.87,292982201.5
1995-07-19,Gaming,Tesla T4,Middle East,3544,AI Researchers,Business,3.3,187417.09,1,High,3.8,59,0.17,89,62.43,289662673.66
2015-01-20,OEM,Quadro P2200,Middle East,3410,Cloud Providers,Individual,3.3,176000.92,25,Low,0.94,66,0.26,57,64.7,298610792
2015-05-23,OEM,RTX 3080,Middle East,1110,Educational Institutions,Individual,2.8,159311.05,10,Low,2.39,62,0.06,54,64.49,280494930.04
2006-04-22,Data Center,RTX 4090,Middle East,593,AI Researchers,Individual,4.6,161091.72,8,Low,1.8,89,0.11,90,54.13,310884147.06
2005-11-17,Data Center,RTX 3080,Middle East,4649,AI Researchers,Individual,4.1,125856.48,8,Low,4.85,57,0.27,86,58.08,298225867.97
2008-12-20,Data Center,RTX 4090,Middle East,2506,AI Researchers,Individual,4.4,188029.41,15,Medium,0.84,26,0.1,74,38.83,285258448.77
2000-09-27,Gaming,Tesla T4,Middle East,3199,Gamers,Business,4.7,174062.58,13,Medium,0.42,75,0.18,76,49.77,304262193.61
2021-07-30,Data Center,RTX 4090,Middle East,4395,Educational Institutions,Individual,1.2,127598.1,21,Low,0.33,46,0.25,56,37.9,36575113267.61
1994-01-12,OEM,RTX 4090,Middle East,4271,Educational Institutions,Individual,4.9,51576.88,1,Low,3.26,55,0.25,89,40.16,1801306337.47
1998-12-01,Data Center,Tesla T4,Middle East,1718,Cloud Providers,Business,4,126488.54,13,Low,1.79,22,0.11,55,55.86,308136487.03
2017-06-02,Data Center,RTX 4090,Middle East,3275,Educational Institutions,Individual,1.8,96531.33,5,High,1.12,75,0.13,88,42.58,301034289.78
2018-05-09,Gaming,Tesla T4,Middle East,3069,Educational Institutions,Individual,3.1,130907.08,9,Low,4.2,52,0.19,74,41.09,1310631656.24
2023-06-02,OEM,RTX 4090,Middle East,1969,Gamers,Individual,4.2,27608.65,12,Low,4.85,86,0.21,76,40.14,278312546767.55
2014-08-01,Data Center,RTX 4090,Middle East,849,Cloud Providers,Business,2.5,186217.3,19,Medium,2.51,17,0.09,61,39.18,282296925.89
2012-09-22,AI,Tesla V100,Middle East,3128,AI Researchers,Business,2.5,157098.87,1,Medium,2.88,24,0.16,74,57.73,308502059.87
1996-04-24,Data Center,Quadro P2200,Middle East,4275,Educational Institutions,Individual,4.4,93575.07,14,High,2.15,62,0.3,88,63.15,299504412.86
2016-04-15,Data Center,Quadro P2200,Middle East,1796,Educational Institutions,Business,3,198291.91,16,High,4.12,36,0.1,68,55.08,280581428.15
1993-07-22,AI,Tesla V100,Middle East,3462,Gamers,Individual,3.8,20208.72,10,High,0.33,75,0.06,77,48.83,1728838197.08
2009-02-16,AI,RTX 3080,Middle East,2110,Gamers,Individual,4.5,176611.62,14,Medium,4.31,63,0.14,89,68.74,315080082.34
2003-08-22,AI,RTX 4090,Middle East,4642,AI Researchers,Business,4.1,182911.73,0,Medium,2.83,14,0.06,70,33.81,292069431.53
2011-04-21,AI,Tesla V100,Middle East,3654,Educational Institutions,Individual,1.4,197536.51,5,Medium,2.23,45,0.26,83,51.66,291627021.75
2004-07-23,Data Center,RTX 4090,Middle East,2664,Gamers,Business,3.9,97816.03,17,Low,1.96,68,0.16,51,33.69,297563938.65
2008-11-28,OEM,Quadro P2200,Middle East,1952,Educational Institutions,Individual,1.3,127189.97,10,Medium,4.34,58,0.28,66,49.76,284662256.96
2023-07-31,AI,Quadro P2200,Middle East,617,Gamers,Business,3.5,92368.84,6,High,4.71,53,0.17,60,31,479251801758.06
2008-11-22,Gaming,Quadro P2200,Middle East,1327,AI Researchers,Business,2.2,80147.17,12,Medium,0.23,58,0.28,84,68.75,319960624.22
2011-10-07,Gaming,RTX 4090,Middle East,4605,Gamers,Business,3.6,38390.54,20,Low,3.29,43,0.07,65,30.61,284191037.39
2023-11-23,Gaming,Quadro P2200,Middle East,2418,Cloud Providers,Individual,1.3,58800.77,22,Low,1.94,48,0.29,56,58.72,369128959336.54
2010-10-21,OEM,Tesla T4,Middle East,3262,AI Researchers,Business,3.2,131095.35,17,Medium,0.13,28,0.14,60,69.19,287014246.48
2020-02-18,AI,Tesla T4,Middle East,2162,AI Researchers,Business,2.8,155937.43,0,Low,2.73,86,0.2,78,36.23,9571689061.66
2012-06-04,OEM,RTX 3080,Middle East,2394,AI Researchers,Business,4.2,73411.7,5,High,1.46,77,0.25,78,39.06,315053508.93
2018-05-05,OEM,RTX 3080,Middle East,324,Cloud Providers,Business,4.5,79902.12,12,Medium,3.39,56,0.11,86,37.8,1588291133.59
2021-05-25,OEM,Tesla T4,Middle East,267,Educational Institutions,Individual,4.9,146752.33,17,Low,1.24,77,0.27,52,38.08,54642817614.64
2013-08-31,OEM,RTX 4090,Middle East,1033,Cloud Providers,Business,4.7,136278.08,9,Medium,1.38,75,0.16,68,40.01,296685278.62
2014-05-05,OEM,Tesla V100,Middle East,838,Cloud Providers,Business,3.3,37874.76,5,Medium,2.9,20,0.06,80,68.5,292008809.37
1996-01-03,AI,Tesla V100,Middle East,2626,Educational Institutions,Individual,1,35728.96,16,High,3.63,35,0.15,87,59.75,309965246.64
2019-04-29,AI,RTX 3080,Middle East,2460,Cloud Providers,Individual,3.1,35798.81,15,High,0.59,23,0.3,84,36.64,6257723161.5
2007-11-02,Gaming,RTX 4090,Middle East,3869,AI Researchers,Individual,1.2,57980.59,19,Low,1.57,11,0.24,74,30.8,293477261.95
2014-03-22,Gaming,RTX 3080,Middle East,4290,Educational Institutions,Individual,4,142751.52,22,Medium,0.13,61,0.11,89,37.25,282655446.14
2017-09-16,Gaming,RTX 4090,Middle East,3420,Cloud Providers,Individual,2.2,134341.93,3,Low,2.58,49,0.24,81,59.35,287646859.73
2008-12-10,OEM,Tesla V100,Middle East,3300,Gamers,Business,2,159781.99,7,High,2.74,46,0.23,71,67.8,281707060.72
2016-09-10,Data Center,Quadro P2200,Middle East,1626,Cloud Providers,Individual,3.8,101602.21,8,Low,2.68,80,0.14,65,62.85,291680741.43
1993-11-22,Gaming,Quadro P2200,Middle East,4486,Gamers,Individual,2.4,106002.18,5,Medium,4.72,50,0.1,69,43.8,1915415259.86
1998-09-12,AI,RTX 4090,Middle East,4609,Cloud Providers,Individual,4.2,190884.02,15,Medium,0.14,28,0.18,55,45.13,296929488.72
2001-06-23,AI,RTX 3080,Middle East,2989,Cloud Providers,Individual,3.2,27611.28,12,Medium,1.17,85,0.07,74,57.57,318289840.91
2002-04-11,AI,RTX 4090,Middle East,306,Gamers,Business,1.9,137196.09,17,Medium,1.28,82,0.06,90,37.03,281755492.55
2004-06-03,AI,Quadro P2200,Middle East,701,Cloud Providers,Business,1.7,26291.55,17,High,2.36,46,0.17,59,68.22,317126951.94
2007-05-31,OEM,Tesla T4,Middle East,2074,Cloud Providers,Individual,1.6,51963.28,19,Low,3.04,76,0.05,89,67,316751171.81
1999-10-16,Gaming,Tesla T4,Middle East,2132,Cloud Providers,Business,4.2,99396.42,24,Medium,2.01,10,0.22,78,32.28,312153863.48
1999-06-01,AI,Tesla T4,Middle East,385,Educational Institutions,Business,3.6,171403,8,Medium,0.32,68,0.08,66,33.78,283337057.51
2024-02-28,AI,RTX 4090,Middle East,1143,Cloud Providers,Business,1.9,143314.98,2,High,1.75,49,0.06,84,65.31,794559890934.93
1994-02-15,Gaming,Tesla T4,Middle East,2463,AI Researchers,Business,4.3,30508.85,1,Medium,4.23,50,0.19,54,64.91,1757985090.57
1994-08-15,Gaming,Tesla V100,Middle East,474,Gamers,Business,2.9,24746.29,4,Low,3.41,46,0.17,51,37.73,1826499257.63
2021-06-25,Data Center,Quadro P2200,Middle East,454,Cloud Providers,Business,4.3,64227.43,5,Medium,0.4,71,0.27,74,36.27,61198556645.21
2003-12-24,AI,Quadro P2200,Middle East,2544,Gamers,Business,2.7,28077.35,20,High,3.36,28,0.3,85,60.96,305526101.95
2009-09-10,OEM,Tesla T4,Middle East,946,Gamers,Business,1.5,131275.55,13,Low,4.33,84,0.21,72,60.91,288230076.11
2011-03-11,Gaming,RTX 4090,Middle East,1023,Gamers,Business,3.1,97898.33,12,Medium,2.66,30,0.18,89,63.67,311433253.77
2001-03-19,Data Center,RTX 4090,Middle East,2402,Gamers,Individual,1.5,97503.7,25,High,1.8,32,0.14,87,40.47,308469553.21
2001-05-10,Gaming,Tesla V100,Middle East,1128,Cloud Providers,Business,2.9,102504.18,16,Low,0.84,68,0.1,71,65.62,303162147.15
2010-02-17,AI,Quadro P2200,Middle East,1131,Gamers,Individual,1,70536.42,15,Low,0.25,18,0.13,59,67.28,295495278.86
1998-08-05,Gaming,Quadro P2200,Middle East,1321,Educational Institutions,Individual,5,151269.47,2,High,3.17,43,0.22,56,33.57,300587213.75
2002-09-16,Data Center,RTX 3080,Middle East,2875,AI Researchers,Business,2.2,194807.03,1,Medium,1.18,78,0.11,70,64.3,304356001.8
2012-10-11,OEM,Tesla V100,Middle East,1779,AI Researchers,Business,3.5,197917.81,0,High,0.28,25,0.18,83,36.83,308406936.99
1995-04-27,Gaming,RTX 3080,Middle East,2089,Gamers,Individual,4.2,163803.22,7,Medium,0.41,26,0.12,67,59.33,304691569.12
1994-09-03,AI,Tesla T4,Middle East,2467,Gamers,Individual,4.3,102137.23,5,Low,3.9,30,0.3,57,64,1526782568.43
2013-04-11,OEM,Tesla T4,Middle East,4561,Gamers,Business,1.4,160101.02,16,High,1.3,50,0.25,52,40.65,285366755.74
2015-05-29,AI,RTX 4090,Middle East,4406,Cloud Providers,Business,1.5,70912.12,22,Low,1.27,10,0.24,66,62.15,310258248.42
2018-03-09,AI,RTX 3080,Middle East,4472,Cloud Providers,Individual,3.2,164275.54,3,High,3.94,73,0.23,67,31.08,1798001379.59
2003-08-22,Data Center,Tesla T4,Middle East,2268,Gamers,Business,2.8,90481.3,4,Low,1.27,38,0.29,52,64.82,311671768.92
2001-04-11,AI,RTX 3080,Middle East,2023,Gamers,Individual,3.5,182775.83,24,Low,4.99,57,0.29,76,40.11,304207211.36
2011-08-26,OEM,Tesla V100,Middle East,4546,Gamers,Individual,2.2,159828.22,9,High,2.3,65,0.28,57,43.51,318810389.64
2020-01-29,OEM,Quadro P2200,Middle East,3325,Cloud Providers,Individual,4.2,170234.31,22,High,3.48,32,0.17,78,56.29,5276148154.61
2015-05-10,OEM,RTX 4090,Middle East,4130,Educational Institutions,Individual,2.1,115716.42,5,Low,3.38,27,0.26,51,63.84,313096152.31
2007-03-28,AI,Quadro P2200,Middle East,1548,Gamers,Business,1.4,186367.64,7,High,3.29,14,0.3,52,56.27,296083182.57
2011-09-21,Gaming,RTX 3080,Middle East,3367,Educational Institutions,Business,4.8,109029.01,25,Medium,0.28,16,0.24,82,69.98,303269890.74
1994-08-21,OEM,RTX 3080,Middle East,3692,AI Researchers,Business,4.8,109261.24,9,Low,2.71,60,0.3,53,42.98,1850114804.17
2019-02-23,AI,RTX 3080,Middle East,1519,Educational Institutions,Individual,4.7,98267.78,20,High,1.21,50,0.08,56,47.14,2167205014.56
2017-03-08,AI,RTX 3080,Middle East,693,Gamers,Individual,4.7,159530.99,16,High,4.11,28,0.16,54,56.04,294642737.68
2017-09-13,Gaming,Quadro P2200,Middle East,3195,AI Researchers,Individual,1.8,47052.13,8,Low,0.61,16,0.19,52,59.78,310924854.74
2014-03-05,AI,Tesla T4,Middle East,4590,Cloud Providers,Business,4.1,169999.11,18,High,0.33,17,0.24,83,63.04,319190880.85
2010-04-22,Gaming,Quadro P2200,Middle East,2898,Educational Institutions,Individual,2.6,139745.52,2,Medium,2.32,79,0.18,56,44.74,286396630.5
2003-04-12,Gaming,RTX 3080,Middle East,3537,Gamers,Individual,1.4,132682.1,15,High,4.57,24,0.19,86,31.05,290095857.02
2011-11-12,OEM,RTX 3080,Middle East,2445,Educational Institutions,Business,4.6,177003.76,7,High,3.31,37,0.21,56,31.64,291261084.67
2015-05-08,Data Center,RTX 4090,Middle East,1088,AI Researchers,Business,3,24902.69,14,Medium,4.93,77,0.15,73,42.75,317890394.57
2005-06-16,Gaming,Tesla V100,Middle East,1370,Educational Institutions,Business,3.5,38973.64,1,Low,3.31,70,0.12,63,51.99,297104089.28
2009-01-01,AI,RTX 3080,Middle East,932,Cloud Providers,Business,3.6,152025.55,23,Low,4.02,45,0.08,76,53.71,307328224.24
2013-12-08,AI,Tesla T4,Middle East,3462,Cloud Providers,Individual,1.2,14826.13,7,Medium,3.74,64,0.2,77,35.16,288419082.8
2003-10-21,AI,RTX 3080,Middle East,1858,Cloud Providers,Business,3.3,161253.76,0,Medium,4.93,87,0.13,60,50.43,304563043.18
2011-09-11,Gaming,Tesla T4,Middle East,2759,Educational Institutions,Individual,1.6,74454.64,1,Medium,2.55,38,0.15,89,50.75,301124669.18
2014-10-05,OEM,Tesla V100,Middle East,2451,Educational Institutions,Business,1.7,129079.19,9,High,3.62,18,0.05,86,47.63,297685902.65
2004-06-09,OEM,RTX 3080,Middle East,4447,Educational Institutions,Business,4.6,171925.94,0,Low,2,87,0.23,51,39.6,315591670.58
2015-04-15,AI,Tesla T4,Middle East,4397,Gamers,Individual,1.6,73590.85,15,High,0.4,78,0.24,87,65.3,294247583.4
2018-02-02,AI,RTX 4090,Middle East,4761,AI Researchers,Business,2.2,132929.93,9,Medium,0.41,14,0.15,71,43.14,1528875001.15
2002-05-08,Data Center,Tesla V100,Middle East,747,AI Researchers,Business,4.3,105824.84,23,Low,2,76,0.14,89,32.17,305512040.97
2016-01-21,AI,RTX 3080,Middle East,3035,AI Researchers,Individual,4.8,117005.66,10,Medium,4.78,87,0.16,75,45.28,318507572.36
2021-07-31,OEM,RTX 3080,Middle East,4520,AI Researchers,Business,1,64428.73,22,Low,2.53,36,0.14,90,34.2,55368744184.08
1999-10-08,OEM,RTX 4090,Middle East,3143,Cloud Providers,Business,4.2,92310.94,8,Low,3.29,63,0.19,53,64.36,300270402.95
2017-11-25,AI,Tesla V100,Middle East,1561,Cloud Providers,Business,4.4,60988.47,11,High,3.86,54,0.12,82,58.33,318782568.01
1995-06-02,OEM,Quadro P2200,Middle East,309,Educational Institutions,Individual,3.4,53529.06,14,High,4.15,73,0.13,88,55.25,314861196.59
2017-08-11,OEM,RTX 3080,Middle East,2699,Cloud Providers,Business,3.7,10827.54,3,High,1.46,35,0.07,71,36.88,309571871.02
1999-09-26,AI,Quadro P2200,Middle East,3975,Educational Institutions,Business,1.3,41281.48,5,High,3.59,69,0.26,90,60.81,292077029.26
1993-07-17,Data Center,Tesla T4,Middle East,251,Cloud Providers,Individual,4,40424.82,2,High,3.06,15,0.09,74,49.63,1309942182.54
2016-02-15,Gaming,RTX 3080,Middle East,1176,Cloud Providers,Business,1.2,149105.51,21,High,3.64,51,0.12,82,62.47,299962112.29
2023-12-26,Data Center,Tesla V100,Middle East,3631,Gamers,Business,3.3,19038.98,25,Low,3.02,66,0.28,50,45.01,623637888922.37
1998-03-22,Gaming,RTX 3080,Middle East,4399,AI Researchers,Individual,3,197763.81,19,Low,3.44,43,0.29,76,33.91,305805332.53
2010-06-28,AI,RTX 4090,Middle East,2470,Cloud Providers,Business,3.5,35368.47,14,High,0.39,76,0.3,50,37.41,318157713.7
2022-08-31,Gaming,Tesla V100,Middle East,4235,Gamers,Business,2.3,166911.42,21,Medium,1.26,21,0.12,52,46.92,178746058626.71
2021-08-20,Gaming,Tesla T4,Middle East,2158,AI Researchers,Business,3.7,52709.94,24,Medium,3.62,17,0.18,55,64.14,39098722308.43
1994-01-26,AI,Tesla T4,Middle East,3774,Educational Institutions,Individual,3.6,28864.6,8,Medium,0.58,41,0.29,69,34.92,1188934825.03
1993-08-22,AI,Tesla V100,Middle East,2990,Gamers,Business,2.3,180931.87,13,Medium,4.09,57,0.16,57,59,1570127846.57
2017-05-14,Gaming,Quadro P2200,Middle East,459,AI Researchers,Individual,1.6,13133.87,11,Low,2.84,38,0.19,66,47.12,295398953.18
2001-01-23,Gaming,Tesla T4,Middle East,353,Cloud Providers,Business,1.3,102136.75,14,High,3.12,80,0.19,82,65.22,313233705.42
2004-07-09,Data Center,RTX 3080,Middle East,136,Gamers,Individual,2,130430.42,25,High,3.36,76,0.27,90,44.04,303301254.79
2012-08-08,AI,Tesla V100,Middle East,2049,AI Researchers,Business,4.2,188663.63,19,Medium,1.24,38,0.21,59,46.93,310504643.42
1998-08-07,AI,RTX 3080,Middle East,4682,Educational Institutions,Business,1.7,27540.8,25,Low,2.01,70,0.1,81,67.34,283117977.99
2017-05-20,OEM,Quadro P2200,Middle East,4272,Gamers,Business,2.6,30321.18,1,Low,3.03,57,0.27,55,58.32,281044947.36
2021-03-16,OEM,Quadro P2200,Middle East,872,Gamers,Business,1.2,158131.01,22,Low,4.81,45,0.22,87,52.61,39123054118.78
2022-08-10,Gaming,RTX 4090,Middle East,4995,Cloud Providers,Individual,3.2,44219.14,22,Low,0.54,86,0.11,70,44,177905298671.3
2015-02-16,Gaming,RTX 3080,Middle East,398,Educational Institutions,Individual,2.2,155621.76,13,Low,1.92,24,0.12,54,40.35,280251720.4
2011-09-12,Gaming,Tesla V100,Middle East,3636,Gamers,Individual,4.1,109004.04,24,Low,3.2,33,0.25,55,39.5,280810350.49
1998-06-01,AI,Quadro P2200,Middle East,913,Educational Institutions,Business,1.9,69894.36,21,Low,2.62,11,0.07,84,54.36,299375603.05
2008-03-12,OEM,Tesla T4,Middle East,512,AI Researchers,Business,3.2,48690.46,6,Low,2.31,74,0.17,51,59.11,298864062.9
2004-06-30,Data Center,Tesla V100,Middle East,1655,AI Researchers,Individual,1.3,155801.82,20,Low,4.79,17,0.24,67,41.33,285828012.48
1997-12-31,AI,RTX 3080,Middle East,1812,Gamers,Business,1.8,63125.65,16,Medium,1.29,68,0.27,86,32.75,280939402.46
2002-01-09,AI,Tesla T4,Middle East,359,Educational Institutions,Individual,1.3,18000,3,Medium,1.75,42,0.1,77,49.17,285559324.34
2020-04-29,Gaming,RTX 4090,Middle East,3230,Gamers,Individual,1.6,17512.98,20,Medium,2.41,66,0.29,88,64.13,2486869362.35
2007-12-28,Data Center,Quadro P2200,Middle East,3576,AI Researchers,Business,1.9,25975.51,22,High,4.6,48,0.06,84,30.46,283670999.65
2016-08-13,Data Center,Tesla T4,Middle East,4261,Educational Institutions,Business,4.2,97928.39,4,High,1.69,84,0.05,73,31.99,307757775.94
1995-05-20,AI,Tesla V100,Middle East,632,Educational Institutions,Business,2.8,114655.5,19,High,4.21,51,0.11,80,42.66,294655418.97
2017-03-23,OEM,RTX 4090,Middle East,263,Cloud Providers,Individual,2.9,10911.83,10,High,2.09,35,0.28,71,58.09,318784823.41
2016-09-13,Data Center,Quadro P2200,Middle East,4438,Cloud Providers,Business,2.3,63348.38,24,High,4.61,20,0.2,79,32.24,285797656.24
1997-08-02,Gaming,Quadro P2200,Middle East,2159,Educational Institutions,Individual,2.4,120927.71,14,Low,1,44,0.09,75,36.32,309581768.21
2004-10-26,AI,RTX 3080,Middle East,2234,Cloud Providers,Individual,4.7,169234.64,10,Medium,2.49,23,0.07,75,52.51,307635672.24
2009-07-07,AI,Tesla V100,Middle East,1948,AI Researchers,Business,4.2,113076.85,16,High,1.91,27,0.2,87,41.74,308819471.26
2010-01-29,Data Center,RTX 4090,Middle East,976,Educational Institutions,Business,3.2,14861.9,4,High,2.83,13,0.18,73,53.92,317556548.54
2023-01-23,Gaming,Tesla T4,Middle East,4096,Gamers,Business,1.6,82488.22,13,Low,0.69,20,0.16,51,33.5,508909666962.54
1997-06-03,OEM,Tesla T4,Middle East,4272,Gamers,Business,2.3,108329.06,17,Medium,4.34,83,0.13,63,33.23,291000838.4
2011-05-29,OEM,RTX 4090,Middle East,4093,Cloud Providers,Individual,1.8,52441.14,19,High,3.3,16,0.07,66,35.41,307252484.51
2020-05-28,OEM,Tesla V100,Middle East,2349,Cloud Providers,Business,1.4,48346.5,7,High,2.84,10,0.06,63,66.15,2353313154.92
1998-06-08,Gaming,RTX 3080,Middle East,4689,Cloud Providers,Individual,1.4,38746.62,0,Low,4.08,62,0.13,71,57.07,280946583.46
2012-02-13,Gaming,Tesla T4,Middle East,754,Gamers,Business,3.4,110269.52,18,High,3.06,30,0.06,62,46.82,286830429.69
1994-10-15,AI,Tesla V100,Middle East,503,AI Researchers,Individual,4.1,118306.98,11,Medium,0.39,52,0.11,61,57.86,1983452737.47
1998-08-13,Gaming,Tesla V100,Middle East,1295,Cloud Providers,Individual,4.8,173139.98,0,High,2.27,53,0.2,64,67.38,293893992.63
2000-09-09,Gaming,RTX 4090,Middle East,3178,Gamers,Individual,2.9,58237.22,24,Medium,4.67,83,0.17,72,58.26,300387461.75
1998-02-04,Data Center,Tesla T4,Middle East,2330,Educational Institutions,Business,1.2,193347.21,16,High,1.62,35,0.1,69,48,302930109.58
1996-12-03,AI,Tesla T4,Middle East,2986,Educational Institutions,Business,2.2,53704.61,14,High,1.59,89,0.15,71,53.21,281343223.89
2000-11-07,Gaming,Quadro P2200,Middle East,2915,Cloud Providers,Business,3.8,113980.41,8,Medium,0.56,43,0.21,64,34.84,286618527.31
2011-03-03,AI,Tesla V100,Middle East,2294,Gamers,Individual,4.5,184186.93,4,Medium,2.22,68,0.21,51,64.16,284226235.92
2017-03-05,Data Center,Tesla V100,Middle East,1913,Educational Institutions,Individual,4.9,65492.92,14,Low,3.67,52,0.17,88,40.25,291566890.17
2018-12-15,Data Center,Quadro P2200,Middle East,557,Gamers,Business,1.2,92448.94,11,High,2.96,51,0.12,82,63.1,1305076136.34
2014-01-25,AI,Quadro P2200,Middle East,2530,Cloud Providers,Business,3.6,93993.68,7,Low,2.21,50,0.06,89,37.43,310503569.72
2015-12-10,AI,RTX 4090,Middle East,1869,Educational Institutions,Individual,2.8,72618.14,7,Low,2.2,68,0.3,63,32.17,307149137.47
2003-07-18,Gaming,Tesla V100,Middle East,1576,AI Researchers,Individual,4.8,106233.03,5,Low,0.11,85,0.28,69,53.92,297017155.69
